,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),OI,773.0,725.0,563.0,551.0
Total cash(figures in $M),OI,773.0,725.0,563.0,551.0
Net receivables(figures in $M),OI,760.0,692.0,623.0,621.0
Inventory(figures in $M),OI,848.0,816.0,841.0,1045.0
Other current assets(figures in $M),OI,222.0,237.0,270.0,271.0
Total current assets(figures in $M),OI,2603.0,2519.0,2297.0,2488.0
"Gross property, plant and equipment(figures in $M)",OI,7328.0,6971.0,7158.0,7831.0
Accumulated depreciation(figures in $M),OI,-4141.0,-4038.0,-4113.0,-4355.0
"Net property, plant and equipment(figures in $M)",OI,2962.0,2817.0,2907.0,3273.0
Equity and other investments(figures in $M),OI,695.0,643.0,673.0,694.0
Goodwill(figures in $M),OI,1813.0,1840.0,1951.0,1934.0
Intangible assets(figures in $M),OI,262.0,286.0,325.0,371.0
Other long-term assets(figures in $M),OI,1421.0,1370.0,1402.0,1544.0
Total non-current assets(figures in $M),OI,6458.0,6313.0,6585.0,7122.0
Total assets(figures in $M),OI,9061.0,8832.0,8882.0,9610.0
Current debt(figures in $M),OI,345.0,72.0,197.0,124.0
Accounts payable(figures in $M),OI,1355.0,1210.0,1126.0,1276.0
Taxes payable(figures in $M),OI,77.0,41.0,22.0,32.0
Accrued liabilities(figures in $M),OI,580.0,510.0,553.0,563.0
Other current liabilities(figures in $M),OI,657.0,564.0,575.0,595.0
Total current liabilities(figures in $M),OI,2357.0,1846.0,1898.0,1995.0
Long-term debt(figures in $M),OI,4371.0,4753.0,4945.0,5435.0
Deferred tax liabilities(figures in $M),OI,84.0,102.0,109.0,110.0
Other long-term liabilities(figures in $M),OI,805.0,1406.0,1638.0,1616.0
Total non-current liabilities(figures in $M),OI,5176.0,6159.0,6583.0,7051.0
Total liabilities(figures in $M),OI,7533.0,8005.0,8481.0,9046.0
Common stock(figures in $M),OI,2.0,2.0,2.0,2.0
Retained earnings(figures in $M),OI,885.0,301.0,152.0,-89.0
Accumulated other comprehensive income(figures in $M),OI,-1861.0,-1972.0,-2272.0,-1843.0
Total stockholders' equity(figures in $M),OI,1528.0,827.0,401.0,564.0
Total liabilities and stockholders' equity(figures in $M),OI,9061.0,8832.0,8882.0,9610.0
