,2022,2021,2020,2019,2018,ticker
Current ratio,1.104,1.365,1.210,1.247,1.068,OI
Quick ratio,0.650,0.768,0.625,0.587,0.481,OI
Cash ratio,0.328,0.393,0.297,0.276,0.232,OI
Days of sales outstanding,40.461,39.733,37.333,33.876,29.138,OI
Days of inventory outstanding,54.850,56.559,59.966,69.565,66.423,OI
Operating cycle,95.311,96.292,97.299,103.441,95.561,OI
Days of payables outstanding,87.644,83.868,80.287,84.943,86.193,OI
Cash conversion cycle,7.667,12.423,17.012,18.499,9.368,OI
Gross profit margin,0.177,0.172,0.160,0.181,0.187,OI
Operating profit margin,0.146,0.084,0.101,0.007,0.103,OI
Pretax profit margin,0.117,0.052,0.058,-0.039,0.040,OI
Net profit margin,0.085,0.023,0.041,-0.057,0.037,OI
Effective tax rate,0.221,0.503,0.252,-0.452,0.390,OI
Return on assets,0.064,0.017,0.028,-0.039,0.026,OI
Return on equity,0.382,0.180,0.621,-0.672,0.327,OI
Return on capital employed,0.149,0.076,0.088,0.007,0.095,OI
Net income per EBT,0.725,0.449,0.705,1.452,0.928,OI
Ebt per ebit,0.804,0.624,0.571,-5.220,0.391,OI
Ebit per revenue,0.146,0.084,0.101,0.007,0.103,OI
Debt ratio,0.831,0.906,0.955,0.941,0.907,OI
Debt equity ratio,3.086,5.834,12.823,9.856,6.795,OI
Long term debt to capitalization,0.741,0.852,0.925,0.906,0.868,OI
Total debt to capitalization,0.755,0.854,0.928,0.908,0.872,OI
Interest coverage,4.188,2.463,2.332,0.161,2.716,OI
Cash flow to debt ratio,0.033,0.142,0.089,0.073,0.148,OI
Company equity multiplier,5.930,10.680,22.150,17.039,12.340,OI
Receivables turnover,9.021,9.186,9.777,10.775,12.526,OI
Payables turnover,4.165,4.352,4.546,4.297,4.235,OI
Inventory turnover,6.654,6.453,6.087,5.247,5.495,OI
Fixed asset turnover,2.315,2.257,2.095,2.044,2.229,OI
Asset turnover,0.757,0.720,0.686,0.696,0.709,OI
Operating cash flow per share,0.982,4.381,2.914,2.609,4.940,OI
Free cash flow per share,-2.455,1.843,0.931,-0.135,1.593,OI
Cash per share,4.930,4.624,3.590,3.549,3.198,OI
Payout ratio,0,0,0.032,-0.082,0,OI
Operating cash flow sales ratio,0.022,0.108,0.075,0.061,0.115,OI
Free cash flow operating cash flow ratio,-2.500,0.421,0.319,-0.052,0.322,OI
Cash flow coverage ratios,0.033,0.142,0.089,0.073,0.148,OI
Short term coverage ratios,0.446,9.542,2.320,3.266,4.944,OI
Capital expenditure coverage ratio,-0.286,-1.726,-1.469,-0.951,-1.476,OI
Dividend paid and capex coverage ratio,-0.286,-1.726,-1.508,-1.025,-1.476,OI
Dividend payout ratio,0,0,0.032,-0.082,0,OI
Price book value ratio,1.700,2.281,4.653,3.284,3.512,OI
Price to book ratio,1.700,2.281,4.653,3.284,3.512,OI
Price to sales ratio,0.379,0.297,0.306,0.277,0.401,OI
Price earnings ratio,4.449,12.660,7.494,-4.887,10.741,OI
Price to free cash flows ratio,-6.749,6.527,12.781,-88.197,10.826,OI
Price to operating cash flows ratio,16.872,2.746,4.083,4.573,3.490,OI
Price cash flow ratio,16.872,2.746,4.083,4.573,3.490,OI
Price earnings to growth ratio,0.015,-0.315,0.045,0.019,0.238,OI
Price sales ratio,0.379,0.297,0.306,0.277,0.401,OI
Dividend yield,0,0,0.004,0.017,0,OI
Enterprise value multiple,4.462,6.016,5.859,12.272,6.776,OI
Price fair value,1.700,2.281,4.653,3.284,3.512,OI
