,2020,2019,2018,2017,2016,ticker
Current ratio,3.590,4.251,2.883,3.101,3.132,ALXN
Quick ratio,2.714,3.343,2.118,2.310,2.361,ALXN
Cash ratio,1.825,2.249,1.163,0.614,1.174,ALXN
Days of sales outstanding,84.745,90.915,81.487,74.673,76.929,ALXN
Days of inventory outstanding,511.528,580.669,460.760,369.982,530.523,ALXN
Operating cycle,596.273,671.585,542.247,444.656,607.453,ALXN
Days of payables outstanding,78.210,68.466,72.551,56.896,90.543,ALXN
Cash conversion cycle,518.063,603.118,469.696,387.760,516.910,ALXN
Gross profit margin,0.909,0.921,0.909,0.872,0.916,ALXN
Operating profit margin,0.471,0.429,0.386,0.226,0.257,ALXN
Pretax profit margin,0.094,0.437,0.059,0.154,0.187,ALXN
Net profit margin,0.099,0.482,0.019,0.125,0.129,ALXN
Effective tax rate,-0.060,-0.103,0.680,0.191,0.307,ALXN
Return on assets,0.033,0.137,0.006,0.033,0.030,ALXN
Return on equity,0.052,0.213,0.008,0.050,0.046,ALXN
Return on capital employed,0.174,0.131,0.125,0.064,0.064,ALXN
Net income per EBT,1.060,1.103,0.320,0.809,0.693,ALXN
Ebt per ebit,0.199,1.018,0.152,0.681,0.726,ALXN
Ebit per revenue,0.471,0.429,0.386,0.226,0.257,ALXN
Debt ratio,0.356,0.358,0.342,0.345,0.344,ALXN
Debt equity ratio,0.554,0.557,0.520,0.527,0.524,ALXN
Long term debt to capitalization,0.172,0.174,0.214,0.234,0.249,ALXN
Total debt to capitalization,0.180,0.182,0.237,0.245,0.260,ALXN
Interest coverage,27.315,27.505,16.238,8.171,8.175,ALXN
Cash flow to debt ratio,1.172,0.833,0.150,0.386,0.355,ALXN
Company equity multiplier,1.554,1.557,1.520,1.527,1.524,ALXN
Receivables turnover,4.307,4.015,4.479,4.888,4.745,ALXN
Payables turnover,4.667,5.331,5.031,6.415,4.031,ALXN
Inventory turnover,0.714,0.629,0.792,0.987,0.688,ALXN
Fixed asset turnover,4.152,4.292,2.808,2.680,2.977,ALXN
Asset turnover,0.335,0.284,0.297,0.261,0.233,ALXN
Operating cash flow per share,13.706,9.341,1.913,4.983,4.848,ALXN
Free cash flow per share,13.219,8.576,0.956,3.387,3.362,ALXN
Cash per share,13.690,12.319,7.022,6.584,5.772,ALXN
Payout ratio,0,0,0,0,0,ALXN
Operating cash flow sales ratio,0.495,0.418,0.103,0.314,0.352,ALXN
Free cash flow operating cash flow ratio,0.964,0.918,0.500,0.680,0.693,ALXN
Cash flow coverage ratios,1.172,0.833,0.150,0.386,0.355,ALXN
Short term coverage ratios,21.088,16.455,1.239,6.664,6.503,ALXN
Capital expenditure coverage ratio,-28.143,-12.214,-2,-3.122,-3.261,ALXN
Dividend paid and capex coverage ratio,-28.143,-12.214,-2,-3.122,-3.261,ALXN
Dividend payout ratio,0,0,0,0,0,ALXN
Price book value ratio,2.938,2.142,2.366,3.011,3.152,ALXN
Price to book ratio,2.938,2.142,2.366,3.011,3.152,ALXN
Price to sales ratio,5.640,4.836,5.248,7.540,8.887,ALXN
Price earnings ratio,56.732,10.040,279.408,60.402,68.688,ALXN
Price to free cash flows ratio,11.820,12.611,101.794,35.311,36.396,ALXN
Price to operating cash flows ratio,11.400,11.578,50.897,24.002,25.236,ALXN
Price cash flow ratio,11.400,11.578,50.897,24.002,25.236,ALXN
Price earnings to growth ratio,-0.761,0.003,-3.391,5.376,0.425,ALXN
Price sales ratio,5.640,4.836,5.248,7.540,8.887,ALXN
Dividend yield,0,0,0,0,0,ALXN
Enterprise value multiple,33.725,9.097,31.061,25.444,27.592,ALXN
Price fair value,2.938,2.142,2.366,3.011,3.152,ALXN
