,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),SPG,5291.447,5291.447,5116.789,4607.503,5755.189
Cost of revenue(figures in $M),SPG,1000.954,1000.954,971.064,887.154,1021.644
Gross profit(figures in $M),SPG,4290.493,4290.493,4145.725,3720.349,4733.545
Selling general and administrative(figures in $M),SPG,142.764,142.764,144.642,121.185,185.204
Total operating expenses(figures in $M),SPG,1706.94,1706.94,1732.535,1748.54,1825.714
Operating income or loss(figures in $M),SPG,2583.553,2583.553,2413.19,1971.809,2907.831
Interest expense(figures in $M),SPG,761.253,761.253,795.712,784.4,789.353
Total other income/expenses net(figures in $M),SPG,713.597,713.597,1108.428,85.278,334.764
Income before tax(figures in $M),SPG,2535.897,2535.897,2725.906,1272.687,2453.242
Income tax expense(figures in $M),SPG,83.512,83.512,157.199,-4.637,30.054
Income from continuing operations(figures in $M),SPG,2452.385,2452.385,2568.707,1277.324,2423.188
Net income(figures in $M),SPG,2139.535,2139.535,2249.631,1112.564,2101.584
Net income available to common shareholders(figures in $M),SPG,2136.198,2136.198,2246.294,1109.227,2098.247
Basic EPS(figures in $M),SPG,,,6.84e-06,3.59e-06,6.81e-06
Diluted EPS(figures in $M),SPG,,,6.84e-06,3.59e-06,6.81e-06
Basic average shares(figures in $M),SPG,,,328.587,308.738,307.95
Diluted average shares(figures in $M),SPG,,,328.587,308.738,307.95
EBITDA(figures in $M),SPG,,4524.521,4784.333,3375.095,4583.098
