,2023,2022,2021,2020,2019,ticker
Current ratio,1.099,1.020,1.192,1.009,0.981,LOW
Quick ratio,0.089,0.071,0.277,0.058,0.050,LOW
Cash ratio,0.069,0.058,0.250,0.047,0.035,LOW
Days of sales outstanding,0,0,0,0,0,LOW
Days of inventory outstanding,104.382,100.100,98.466,97.761,94.725,LOW
Operating cycle,104.382,100.100,98.466,97.761,94.725,LOW
Days of payables outstanding,59.277,64.558,66.183,56.814,62.433,LOW
Cash conversion cycle,45.105,35.542,32.283,40.947,32.291,LOW
Gross profit margin,0.332,0.333,0.330,0.318,0.321,LOW
Operating profit margin,0.105,0.126,0.108,0.088,0.056,LOW
Pretax profit margin,0.093,0.116,0.086,0.078,0.048,LOW
Net profit margin,0.066,0.088,0.065,0.059,0.032,LOW
Effective tax rate,0.288,0.247,0.246,0.239,0.318,LOW
Return on assets,0.147,0.189,0.125,0.108,0.067,LOW
Return on equity,-0.452,-1.753,4.061,2.171,0.635,LOW
Return on capital employed,0.420,0.484,0.344,0.260,0.201,LOW
Net income per EBT,0.712,0.753,0.754,0.761,0.682,LOW
Ebt per ebit,0.889,0.927,0.802,0.891,0.845,LOW
Ebit per revenue,0.105,0.126,0.108,0.088,0.056,LOW
Debt ratio,1.326,1.108,0.969,0.950,0.894,LOW
Debt equity ratio,-2.665,-6.101,18.240,12.044,4.452,LOW
Long term debt to capitalization,1.644,1.209,0.945,0.913,0.798,LOW
Total debt to capitalization,1.600,1.196,0.948,0.923,0.817,LOW
Interest coverage,8.758,13.482,11.376,9.137,6.163,LOW
Cash flow to debt ratio,0.226,0.344,0.422,0.181,0.382,LOW
Company equity multiplier,-3.066,-9.269,32.523,20.016,9.470,LOW
Receivables turnover,0,0,0,0,0,LOW
Payables turnover,6.158,5.654,5.515,6.424,5.846,LOW
Inventory turnover,3.497,3.646,3.707,3.734,3.853,LOW
Fixed asset turnover,4.603,4.152,3.898,3.198,3.869,LOW
Asset turnover,2.221,2.156,1.917,1.828,2.066,LOW
Operating cash flow per share,13.655,14.530,14.771,5.529,7.636,LOW
Free cash flow per share,10.747,11.868,12.377,3.619,6.189,LOW
Cash per share,2.754,2.017,6.947,1.127,0.899,LOW
Payout ratio,0.368,0.235,0.292,0.378,0.629,LOW
Operating cash flow sales ratio,0.088,0.105,0.123,0.060,0.087,LOW
Free cash flow operating cash flow ratio,0.787,0.817,0.838,0.655,0.810,LOW
Cash flow coverage ratios,0.226,0.344,0.422,0.181,0.382,LOW
Short term coverage ratios,5.348,6.724,6.684,1.414,3.380,LOW
Capital expenditure coverage ratio,-4.696,-5.458,-6.169,-2.895,-5.275,LOW
Dividend paid and capex coverage ratio,15.876,77.198,-127,32.060,22.039,LOW
Dividend payout ratio,0.368,0.235,0.292,0.378,0.629,LOW
Price book value ratio,-9.530,-33.960,86.850,45.800,21.613,LOW
Price to book ratio,-9.530,-33.960,86.850,45.800,21.613,LOW
Price to sales ratio,1.400,1.699,1.393,1.252,1.104,LOW
Price earnings ratio,21.104,19.374,21.389,21.098,34.035,LOW
Price to free cash flows ratio,20.095,19.801,13.481,32.119,15.692,LOW
Price to operating cash flows ratio,15.816,16.173,11.295,21.024,12.717,LOW
Price cash flow ratio,15.816,16.173,11.295,21.024,12.717,LOW
Price earnings to growth ratio,-1.362,0.350,0.515,0.228,-1.110,LOW
Price sales ratio,1.400,1.699,1.393,1.252,1.104,LOW
Dividend yield,0.017,0.012,0.014,0.018,0.018,LOW
Enterprise value multiple,14.208,13.725,11.895,14.675,16.711,LOW
Price fair value,-9.530,-33.960,86.850,45.800,21.613,LOW
