,ticker,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Cash and cash equivalents(figures in $M),LOW,1348.0,1133.0,4690.0,716.0
Other short-term investments(figures in $M),LOW,384.0,271.0,506.0,160.0
Total cash(figures in $M),LOW,1732.0,1404.0,5196.0,876.0
Inventory(figures in $M),LOW,18532.0,17605.0,16193.0,13179.0
Other current assets(figures in $M),LOW,1178.0,1051.0,937.0,1263.0
Total current assets(figures in $M),LOW,21442.0,20060.0,22326.0,15318.0
"Gross property, plant and equipment(figures in $M)",LOW,21085.0,23179.0,22987.0,22560.0
Accumulated depreciation(figures in $M),LOW,-17344.0,-17888.0,-17547.0,-17276.0
"Net property, plant and equipment(figures in $M)",LOW,21085.0,23179.0,22987.0,22560.0
Equity and other investments(figures in $M),LOW,121.0,199.0,200.0,372.0
Goodwill(figures in $M),LOW,0.0,311.0,311.0,303.0
Intangible assets(figures in $M),LOW,0.0,522.0,0.0,0.0
Other long-term assets(figures in $M),LOW,810.0,1038.0,882.0,702.0
Total non-current assets(figures in $M),LOW,22266.0,24580.0,24409.0,24153.0
Total assets(figures in $M),LOW,43708.0,44640.0,46735.0,39471.0
Current debt(figures in $M),LOW,1084.0,868.0,1112.0,2538.0
Accounts payable(figures in $M),LOW,10524.0,11354.0,10884.0,7659.0
Taxes payable(figures in $M),LOW,1181.0,128.0,168.0,0.0
Accrued liabilities(figures in $M),LOW,441.0,275.0,250.0,221.0
Deferred revenues(figures in $M),LOW,1603.0,1914.0,1608.0,1219.0
Other current liabilities(figures in $M),LOW,3488.0,3335.0,3235.0,2581.0
Total current liabilities(figures in $M),LOW,19511.0,19668.0,18730.0,15182.0
Long-term debt(figures in $M),LOW,32876.0,23859.0,20668.0,16768.0
Deferred revenues(figures in $M),LOW,1201.0,1127.0,1019.0,894.0
Other long-term liabilities(figures in $M),LOW,862.0,781.0,991.0,712.0
Total non-current liabilities(figures in $M),LOW,38451.0,29788.0,26568.0,22317.0
Total liabilities(figures in $M),LOW,57962.0,49456.0,45298.0,37499.0
Common stock(figures in $M),LOW,301.0,335.0,366.0,381.0
Retained earnings(figures in $M),LOW,-14862.0,-5115.0,1117.0,1727.0
Accumulated other comprehensive income(figures in $M),LOW,307.0,-36.0,-136.0,-136.0
Total stockholders' equity(figures in $M),LOW,-14254.0,-4816.0,1437.0,1972.0
Total liabilities and stockholders' equity(figures in $M),LOW,43708.0,44640.0,46735.0,39471.0
