,ticker,ttm,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Total revenue(figures in $M),LOW,97059.0,97059.0,96250.0,89597.0,72148.0
Cost of revenue(figures in $M),LOW,64802.0,64802.0,64194.0,60025.0,49205.0
Gross profit(figures in $M),LOW,32257.0,32257.0,32056.0,29572.0,22943.0
Selling general and administrative(figures in $M),LOW,20332.0,20332.0,18301.0,18526.0,15367.0
Total operating expenses(figures in $M),LOW,22098.0,22098.0,19963.0,19925.0,16629.0
Operating income or loss(figures in $M),LOW,10159.0,10159.0,12093.0,9647.0,6314.0
Interest expense(figures in $M),LOW,1160.0,1160.0,897.0,848.0,691.0
Total other income/expenses net(figures in $M),LOW,,,,-1060.0,
Income before tax(figures in $M),LOW,9036.0,9036.0,11208.0,7739.0,5623.0
Income tax expense(figures in $M),LOW,2599.0,2599.0,2766.0,1904.0,1342.0
Income from continuing operations(figures in $M),LOW,6437.0,6437.0,8442.0,5835.0,4281.0
Net income(figures in $M),LOW,6437.0,6437.0,8442.0,5835.0,4281.0
Net income available to common shareholders(figures in $M),LOW,6416.0,6437.0,8442.0,5835.0,4268.0
Basic EPS(figures in $M),LOW,,1.0199999999999999e-05,1.207e-05,7.77e-06,5.49e-06
Diluted EPS(figures in $M),LOW,,1.017e-05,1.204e-05,7.75e-06,5.49e-06
Basic average shares(figures in $M),LOW,,629.0,696.0,748.0,777.0
Diluted average shares(figures in $M),LOW,,631.0,699.0,750.0,778.0
EBITDA(figures in $M),LOW,,12140.0,13975.0,11241.0,7724.0
