,2016,2015,2014,2013,2012,ticker
Current ratio,2.450,2.271,2.228,2.074,2.895,JOY
Quick ratio,1.248,1.004,1.132,1.095,1.369,JOY
Cash ratio,0.358,0.113,0.230,0.298,0.242,JOY
Days of sales outstanding,105.273,93.440,102.372,78.907,79.248,JOY
Days of inventory outstanding,160.279,157.676,151.672,122.734,136.540,JOY
Operating cycle,265.552,251.116,254.044,201.642,215.788,JOY
Days of payables outstanding,46.577,43.143,54.185,41.795,43.624,JOY
Cash conversion cycle,218.975,207.973,199.859,159.847,172.164,JOY
Gross profit margin,0.218,0.264,0.294,0.324,0.332,JOY
Operating profit margin,-0.013,-0.351,0.139,0.166,0.207,JOY
Pretax profit margin,-0.037,-0.371,0.122,0.152,0.195,JOY
Net profit margin,-0.027,-0.371,0.088,0.107,0.136,JOY
Effective tax rate,0.268,-0.001,0.283,0.301,0.306,JOY
Return on assets,-0.019,-0.317,0.059,0.092,0.125,JOY
Return on equity,-0.046,-0.830,0.117,0.187,0.298,JOY
Return on capital employed,-0.012,-0.397,0.119,0.187,0.232,JOY
Net income per EBT,0.732,1.001,0.717,0.699,0.694,JOY
Ebt per ebit,2.779,1.058,0.876,0.920,0.942,JOY
Ebit per revenue,-0.013,-0.351,0.139,0.166,0.207,JOY
Debt ratio,0.597,0.618,0.492,0.506,0.580,JOY
Debt equity ratio,0.729,0.765,0.451,0.460,0.482,JOY
Long term debt to capitalization,0.411,0.428,0.309,0.305,0.336,JOY
Total debt to capitalization,0.422,0.434,0.311,0.315,0.325,JOY
Interest coverage,-0.623,-17.353,8.093,12.525,16.014,JOY
Cash flow to debt ratio,0.252,0.327,0.284,0.484,0.357,JOY
Company equity multiplier,2.480,2.614,1.970,2.025,2.383,JOY
Receivables turnover,3.467,3.906,3.565,4.626,4.606,JOY
Payables turnover,7.836,8.460,6.736,8.733,8.367,JOY
Inventory turnover,2.277,2.315,2.407,2.974,2.673,JOY
Fixed asset turnover,3.614,4.005,4.234,5.493,6.797,JOY
Asset turnover,0.692,0.854,0.675,0.866,0.922,JOY
Operating cash flow per share,2.587,3.645,3.630,6.004,4.183,JOY
Free cash flow per share,2.152,2.913,2.720,4.558,1.902,JOY
Cash per share,2.860,1.055,2.700,3.825,2.493,JOY
Payout ratio,-0.062,-0.066,0.226,0.139,0.096,JOY
Operating cash flow sales ratio,0.107,0.112,0.096,0.127,0.078,JOY
Free cash flow operating cash flow ratio,0.832,0.799,0.749,0.759,0.455,JOY
Cash flow coverage ratios,0.252,0.327,0.284,0.484,0.357,JOY
Short term coverage ratios,6.031,13.500,30.951,10.855,-6.780,JOY
Capital expenditure coverage ratio,-5.941,-4.981,-3.989,-4.151,-1.834,JOY
Dividend paid and capex coverage ratio,-6.553,53.724,-22.523,-8.052,-2.643,JOY
Dividend payout ratio,-0.062,-0.066,0.226,0.139,0.096,JOY
Price book value ratio,1.978,1.180,1.854,2.156,2.528,JOY
Price to book ratio,1.978,1.180,1.854,2.156,2.528,JOY
Price to sales ratio,1.152,0.528,1.394,1.229,1.151,JOY
Price earnings ratio,-42.797,-1.422,15.913,11.540,8.492,JOY
Price to free cash flows ratio,12.953,5.898,19.348,12.746,32.363,JOY
Price to operating cash flows ratio,10.773,4.714,14.498,9.675,14.713,JOY
Price cash flow ratio,10.773,4.714,14.498,9.675,14.713,JOY
Price earnings to growth ratio,-0.452,0.003,-0.465,-0.377,0.412,JOY
Price sales ratio,1.152,0.528,1.394,1.229,1.151,JOY
Dividend yield,0.001,0.047,0.014,0.012,0.011,JOY
Enterprise value multiple,31.326,-2.739,9.506,7.493,5.651,JOY
Price fair value,1.978,1.180,1.854,2.156,2.528,JOY
