,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),AMGN,26323.0,26323.0,25979.0,25424.0,23362.0
Cost of revenue(figures in $M),AMGN,6406.0,6406.0,6454.0,6159.0,4356.0
Gross profit(figures in $M),AMGN,19917.0,19917.0,19525.0,19265.0,19006.0
Research development(figures in $M),AMGN,4434.0,4434.0,4819.0,4207.0,4116.0
Selling general and administrative(figures in $M),AMGN,5414.0,5414.0,5368.0,5730.0,5150.0
Total operating expenses(figures in $M),AMGN,10351.0,10351.0,10381.0,10126.0,9332.0
Operating income or loss(figures in $M),AMGN,9566.0,9566.0,9144.0,9139.0,9674.0
Interest expense(figures in $M),AMGN,1406.0,1406.0,1197.0,1262.0,1289.0
Total other income/expenses net(figures in $M),AMGN,-814.0,-814.0,-1246.0,,
Income before tax(figures in $M),AMGN,7346.0,7346.0,6701.0,8133.0,9138.0
Income tax expense(figures in $M),AMGN,794.0,794.0,808.0,869.0,1296.0
Income from continuing operations(figures in $M),AMGN,6552.0,6552.0,5893.0,7264.0,7842.0
Net income(figures in $M),AMGN,6552.0,6552.0,5893.0,7264.0,7842.0
Net income available to common shareholders(figures in $M),AMGN,6552.0,6552.0,5893.0,7264.0,7842.0
Basic EPS(figures in $M),AMGN,,1.218e-05,1.034e-05,1.24e-05,1.2960000000000001e-05
Diluted EPS(figures in $M),AMGN,,1.211e-05,1.028e-05,1.231e-05,1.288e-05
Basic average shares(figures in $M),AMGN,,538.0,570.0,586.0,605.0
Diluted average shares(figures in $M),AMGN,,541.0,573.0,590.0,609.0
EBITDA(figures in $M),AMGN,,8752.0,7898.0,9395.0,10427.0
