,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),AMGN,7629.0,7989.0,6266.0,6037.0
Other short-term investments(figures in $M),AMGN,1676.0,48.0,4381.0,2874.0
Total cash(figures in $M),AMGN,9305.0,8037.0,10647.0,8911.0
Net receivables(figures in $M),AMGN,5563.0,4895.0,4525.0,4057.0
Inventory(figures in $M),AMGN,4930.0,4086.0,3893.0,3584.0
Other current assets(figures in $M),AMGN,2388.0,2367.0,2079.0,1888.0
Total current assets(figures in $M),AMGN,22186.0,19385.0,21144.0,18440.0
"Gross property, plant and equipment(figures in $M)",AMGN,14710.0,13982.0,13866.0,13285.0
Accumulated depreciation(figures in $M),AMGN,-9283.0,-8798.0,-8977.0,-8357.0
"Net property, plant and equipment(figures in $M)",AMGN,5427.0,5184.0,4889.0,4928.0
Goodwill(figures in $M),AMGN,15529.0,14890.0,14689.0,14703.0
Intangible assets(figures in $M),AMGN,16080.0,15182.0,16587.0,19413.0
Other long-term assets(figures in $M),AMGN,5899.0,6524.0,5639.0,2223.0
Total non-current assets(figures in $M),AMGN,42935.0,41780.0,41804.0,41267.0
Total assets(figures in $M),AMGN,65121.0,61165.0,62948.0,59707.0
Current debt(figures in $M),AMGN,1591.0,87.0,91.0,2953.0
Accounts payable(figures in $M),AMGN,1572.0,1366.0,1421.0,1371.0
Taxes payable(figures in $M),AMGN,1195.0,701.0,828.0,0.0
Accrued liabilities(figures in $M),AMGN,8545.0,7324.0,6723.0,6020.0
Total current liabilities(figures in $M),AMGN,15687.0,12184.0,11653.0,12835.0
Long-term debt(figures in $M),AMGN,37354.0,33222.0,32895.0,26950.0
Deferred tax liabilities(figures in $M),AMGN,0.0,0.0,0.0,606.0
Other long-term liabilities(figures in $M),AMGN,2662.0,2465.0,2023.0,1606.0
Total non-current liabilities(figures in $M),AMGN,45773.0,42281.0,41886.0,37199.0
Total liabilities(figures in $M),AMGN,61460.0,54465.0,53539.0,50034.0
Common stock(figures in $M),AMGN,32514.0,32096.0,31802.0,31531.0
Retained earnings(figures in $M),AMGN,-28622.0,-24600.0,-21408.0,-21330.0
Accumulated other comprehensive income(figures in $M),AMGN,-231.0,-796.0,-985.0,-528.0
Total stockholders' equity(figures in $M),AMGN,3661.0,6700.0,9409.0,9673.0
Total liabilities and stockholders' equity(figures in $M),AMGN,65121.0,61165.0,62948.0,59707.0
