,2022,2021,2020,2019,2018,ticker
Current ratio,1.414,1.591,1.814,1.437,2.789,AMGN
Quick ratio,0.948,1.061,1.302,1.010,2.438,AMGN
Cash ratio,0.486,0.656,0.538,0.470,0.515,AMGN
Days of sales outstanding,77.138,68.774,64.963,63.385,55.026,AMGN
Days of inventory outstanding,280.901,231.080,230.710,300.312,261.668,AMGN
Operating cycle,358.038,299.854,295.674,363.697,316.694,AMGN
Days of payables outstanding,89.569,77.253,84.213,114.879,107.426,AMGN
Cash conversion cycle,268.469,222.601,211.461,248.818,209.268,AMGN
Gross profit margin,0.757,0.752,0.758,0.814,0.827,AMGN
Operating profit margin,0.203,0.231,0.228,0.414,0.432,AMGN
Pretax profit margin,0.279,0.258,0.320,0.391,0.402,AMGN
Net profit margin,0.249,0.227,0.286,0.336,0.353,AMGN
Effective tax rate,0.108,0.121,0.107,0.142,0.121,AMGN
Return on assets,0.101,0.096,0.115,0.131,0.126,AMGN
Return on equity,1.790,0.880,0.772,0.811,0.672,AMGN
Return on capital employed,0.108,0.123,0.113,0.206,0.194,AMGN
Net income per EBT,0.892,0.879,0.893,0.858,0.879,AMGN
Ebt per ebit,1.377,1.116,1.404,0.945,0.930,AMGN
Ebit per revenue,0.203,0.231,0.228,0.414,0.432,AMGN
Debt ratio,0.944,0.890,0.851,0.838,0.812,AMGN
Debt equity ratio,10.638,4.971,3.506,3.091,2.714,AMGN
Long term debt to capitalization,0.911,0.832,0.778,0.736,0.702,AMGN
Total debt to capitalization,0.914,0.833,0.778,0.756,0.731,AMGN
Interest coverage,3.794,5.017,4.591,7.505,7.373,AMGN
Cash flow to debt ratio,0.250,0.278,0.318,0.306,0.333,AMGN
Company equity multiplier,17.788,9.129,6.690,6.173,5.313,AMGN
Receivables turnover,4.732,5.307,5.619,5.758,6.633,AMGN
Payables turnover,4.075,4.725,4.334,3.177,3.398,AMGN
Inventory turnover,1.299,1.580,1.582,1.215,1.395,AMGN
Fixed asset turnover,4.850,5.011,5.200,4.741,4.790,AMGN
Asset turnover,0.404,0.425,0.404,0.391,0.358,AMGN
Operating cash flow per share,18.069,16.247,17.913,15.124,17.089,AMGN
Free cash flow per share,16.329,14.704,16.875,14.102,15.973,AMGN
Cash per share,17.296,14.100,18.169,14.729,44.333,AMGN
Payout ratio,0.640,0.681,0.517,0.447,0.418,AMGN
Operating cash flow sales ratio,0.369,0.356,0.413,0.392,0.476,AMGN
Free cash flow operating cash flow ratio,0.904,0.905,0.942,0.932,0.935,AMGN
Cash flow coverage ratios,0.250,0.278,0.318,0.306,0.333,AMGN
Short term coverage ratios,6.110,106.448,115.352,3.099,2.556,AMGN
Capital expenditure coverage ratio,-10.386,-10.524,-17.265,-14.806,-15.306,AMGN
Dividend paid and capex coverage ratio,2.982,2.956,3.336,3.165,4.079,AMGN
Dividend payout ratio,0.640,0.681,0.517,0.447,0.418,AMGN
Price book value ratio,38.596,19.139,14.320,15.078,10.294,AMGN
Price to book ratio,38.596,19.139,14.320,15.078,10.294,AMGN
Price to sales ratio,5.368,4.936,5.299,6.243,5.419,AMGN
Price earnings ratio,21.566,21.760,18.548,18.598,15.330,AMGN
Price to free cash flows ratio,16.084,15.300,13.625,17.094,12.188,AMGN
Price to operating cash flows ratio,14.536,13.847,12.835,15.940,11.391,AMGN
Price cash flow ratio,14.536,13.847,12.835,15.940,11.391,AMGN
Price earnings to growth ratio,1.212,-1.310,-4.293,9.085,0.042,AMGN
Price sales ratio,5.368,4.936,5.299,6.243,5.419,AMGN
Dividend yield,0.030,0.031,0.028,0.024,0.027,AMGN
Enterprise value multiple,19.723,16.330,17.185,16.276,12.083,AMGN
Price fair value,38.596,19.139,14.320,15.078,10.294,AMGN
