,2022,2021,2020,2019,2018,ticker
Current ratio,0.781,0.825,0.803,0.731,0.771,KMB
Quick ratio,0.369,0.367,0.394,0.391,0.414,KMB
Cash ratio,0.058,0.040,0.047,0.064,0.082,KMB
Days of sales outstanding,41.249,41.438,42.621,44.769,42.727,KMB
Days of inventory outstanding,59.343,60.752,56.389,52.626,51.342,KMB
Operating cycle,100.592,102.190,99.010,97.395,94.069,KMB
Days of payables outstanding,99.724,104.193,98.850,89.817,90.337,KMB
Cash conversion cycle,0.868,-2.003,0.160,7.578,3.733,KMB
Gross profit margin,0.308,0.308,0.356,0.327,0.303,KMB
Operating profit margin,0.133,0.132,0.169,0.162,0.121,KMB
Pretax profit margin,0.116,0.114,0.153,0.144,0.098,KMB
Net profit margin,0.096,0.093,0.123,0.117,0.076,KMB
Effective tax rate,0.212,0.215,0.231,0.217,0.260,KMB
Return on assets,0.108,0.102,0.134,0.141,0.097,KMB
Return on equity,3.536,3.529,3.757,-65.364,-4.913,KMB
Return on capital employed,0.252,0.231,0.293,0.358,0.279,KMB
Net income per EBT,0.826,0.815,0.803,0.814,0.778,KMB
Ebt per ebit,0.873,0.869,0.903,0.886,0.813,KMB
Ebit per revenue,0.133,0.132,0.169,0.162,0.121,KMB
Debt ratio,0.961,0.959,0.950,0.987,1.003,KMB
Debt equity ratio,15.397,16.681,13.361,-234.758,-25.976,KMB
Long term debt to capitalization,0.933,0.941,0.926,1.005,1.048,KMB
Total debt to capitalization,0.939,0.943,0.930,1.004,1.040,KMB
Interest coverage,9.507,10.004,12.873,11.460,8.475,KMB
Cash flow to debt ratio,0.325,0.318,0.446,0.353,0.398,KMB
Company equity multiplier,32.852,34.702,27.992,-463.121,-50.585,KMB
Receivables turnover,8.849,8.808,8.564,8.153,8.543,KMB
Payables turnover,3.660,3.503,3.692,4.064,4.040,KMB
Inventory turnover,6.151,6.008,6.473,6.936,7.109,KMB
Fixed asset turnover,2.559,2.401,2.380,2.477,2.582,KMB
Asset turnover,1.123,1.090,1.092,1.207,1.273,KMB
Operating cash flow per share,8.100,8.094,10.945,7.963,8.531,KMB
Free cash flow per share,5.504,5.108,7.373,4.444,6.012,KMB
Cash per share,1.266,0.800,0.889,1.286,1.548,KMB
Payout ratio,0.806,0.836,0.617,0.653,0.983,KMB
Operating cash flow sales ratio,0.135,0.140,0.195,0.148,0.161,KMB
Free cash flow operating cash flow ratio,0.679,0.631,0.674,0.558,0.705,KMB
Cash flow coverage ratios,0.325,0.318,0.446,0.353,0.398,KMB
Short term coverage ratios,3.238,6.305,7.673,1.784,2.459,KMB
Capital expenditure coverage ratio,-3.120,-2.711,-3.064,-2.263,-3.387,KMB
Dividend paid and capex coverage ratio,4.007,5.363,15.936,13.749,5.835,KMB
Dividend payout ratio,0.806,0.836,0.617,0.653,0.983,KMB
Price book value ratio,83.733,93.788,73.381,-1.432 K,-138.216,KMB
Price to book ratio,83.733,93.788,73.381,-1.432 K,-138.216,KMB
Price to sales ratio,2.270,2.480,2.400,2.562,2.146,KMB
Price earnings ratio,23.683,26.575,19.531,21.911,28.133,KMB
Price to free cash flows ratio,24.665,27.978,18.287,30.951,18.953,KMB
Price to operating cash flows ratio,16.759,17.658,12.319,17.274,13.356,KMB
Price cash flow ratio,16.759,17.658,12.319,17.274,13.356,KMB
Price earnings to growth ratio,3.640,-1.206,1.978,0.398,-0.758,KMB
Price sales ratio,2.270,2.480,2.400,2.562,2.146,KMB
Dividend yield,0.034,0.031,0.032,0.030,0.035,KMB
Enterprise value multiple,15.935,17.404,13.574,14.255,15.395,KMB
Price fair value,83.733,93.788,73.381,-1.432 K,-138.216,KMB
