,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),KMB,427.0,270.0,303.0,442.0
Total cash(figures in $M),KMB,427.0,270.0,303.0,442.0
Net receivables(figures in $M),KMB,2280.0,2207.0,2235.0,2263.0
Inventory(figures in $M),KMB,2269.0,2239.0,1903.0,1790.0
Other current assets(figures in $M),KMB,753.0,849.0,733.0,562.0
Total current assets(figures in $M),KMB,5729.0,5565.0,5174.0,5057.0
"Gross property, plant and equipment(figures in $M)",KMB,18549.0,18528.0,18333.0,17839.0
Accumulated depreciation(figures in $M),KMB,-10664.0,-10431.0,-10291.0,-10389.0
"Net property, plant and equipment(figures in $M)",KMB,7885.0,8097.0,8042.0,7450.0
Equity and other investments(figures in $M),KMB,238.0,290.0,300.0,268.0
Goodwill(figures in $M),KMB,2074.0,1840.0,1895.0,1467.0
Intangible assets(figures in $M),KMB,851.0,810.0,832.0,0.0
Other long-term assets(figures in $M),KMB,1193.0,1235.0,1280.0,1041.0
Total non-current assets(figures in $M),KMB,12241.0,12272.0,12349.0,10226.0
Total assets(figures in $M),KMB,17970.0,17837.0,17523.0,15283.0
Current debt(figures in $M),KMB,844.0,433.0,486.0,1534.0
Accounts payable(figures in $M),KMB,3813.0,3840.0,3336.0,3055.0
Accrued liabilities(figures in $M),KMB,2289.0,2096.0,2262.0,1978.0
Other current liabilities(figures in $M),KMB,601.0,0.0,0.0,0.0
Total current liabilities(figures in $M),KMB,7334.0,6749.0,6443.0,6919.0
Long-term debt(figures in $M),KMB,7578.0,8141.0,7878.0,6213.0
Deferred tax liabilities(figures in $M),KMB,647.0,694.0,723.0,511.0
Other long-term liabilities(figures in $M),KMB,799.0,681.0,718.0,520.0
Total non-current liabilities(figures in $M),KMB,9936.0,10351.0,10211.0,8170.0
Total liabilities(figures in $M),KMB,17270.0,17100.0,16654.0,15089.0
Common stock(figures in $M),KMB,473.0,473.0,473.0,473.0
Retained earnings(figures in $M),KMB,8201.0,7858.0,7567.0,6686.0
Accumulated other comprehensive income(figures in $M),KMB,-3669.0,-3239.0,-3172.0,-3294.0
Total stockholders' equity(figures in $M),KMB,547.0,514.0,626.0,-33.0
Total liabilities and stockholders' equity(figures in $M),KMB,17970.0,17837.0,17523.0,15283.0
