,2022,2021,2020,2019,2018,ticker
Current ratio,0.655,0.625,0.855,0.746,0.431,VTR
Quick ratio,1.042,1.002,1.007,0.831,0.400,VTR
Cash ratio,0.107,0.124,0.331,0.084,0.035,VTR
Days of sales outstanding,47.475,50.547,58.237,66.408,72.950,VTR
Days of inventory outstanding,0,0,0,0,0,VTR
Operating cycle,47.475,50.547,58.237,66.408,72.950,VTR
Days of payables outstanding,164.950,190.540,213.207,230.972,234.377,VTR
Cash conversion cycle,-117.475,-139.993,-154.969,-164.563,-161.426,VTR
Gross profit margin,0.447,0.454,0.489,0.532,0.545,VTR
Operating profit margin,0.110,0.102,0.156,0.224,0.264,VTR
Pretax profit margin,-0.014,0.016,0.091,0.099,0.101,VTR
Net profit margin,-0.010,0.013,0.116,0.112,0.110,VTR
Effective tax rate,0.293,0.079,-0.280,-0.147,-0.106,VTR
Return on assets,-0.002,0.002,0.018,0.018,0.018,VTR
Return on equity,-0.004,0.005,0.043,0.041,0.040,VTR
Return on capital employed,0.020,0.017,0.026,0.037,0.048,VTR
Net income per EBT,0.707,0.798,1.274,1.131,1.089,VTR
Ebt per ebit,-0.127,0.158,0.582,0.442,0.383,VTR
Ebit per revenue,0.110,0.102,0.156,0.224,0.264,VTR
Debt ratio,0.577,0.557,0.570,0.573,0.545,VTR
Debt equity ratio,1.272,1.157,1.208,1.269,1.051,VTR
Long term debt to capitalization,0.552,0.530,0.543,0.543,0.492,VTR
Total debt to capitalization,0.560,0.536,0.547,0.559,0.512,VTR
Interest coverage,0.971,0.885,1.262,1.917,2.221,VTR
Cash flow to debt ratio,0.087,0.082,0.118,0.108,0.129,VTR
Company equity multiplier,2.379,2.277,2.351,2.364,2.211,VTR
Receivables turnover,7.688,7.221,6.267,5.496,5.003,VTR
Payables turnover,2.213,1.916,1.712,1.580,1.557,VTR
Inventory turnover,0,0,0,0,0,VTR
Fixed asset turnover,13.307,0,0,0,0,VTR
Asset turnover,0.171,0.155,0.159,0.157,0.165,VTR
Operating cash flow per share,2.804,2.681,3.884,3.929,3.878,VTR
Free cash flow per share,1.667,1.550,2.468,2.397,2.579,VTR
Cash per share,1.651,1.776,1.743,0.939,0.203,VTR
Payout ratio,-17.598,14.016,2.115,2.674,2.771,VTR
Operating cash flow sales ratio,0.271,0.268,0.382,0.371,0.371,VTR
Free cash flow operating cash flow ratio,0.595,0.578,0.635,0.610,0.665,VTR
Cash flow coverage ratios,0.087,0.082,0.118,0.108,0.129,VTR
Short term coverage ratios,2.616,3.050,7.495,1.694,1.613,VTR
Capital expenditure coverage ratio,-2.467,-2.370,-2.743,-2.565,-2.985,VTR
Dividend paid and capex coverage ratio,4.207,4.041,3.624,2.408,2.056,VTR
Dividend payout ratio,-17.598,14.016,2.115,2.674,2.771,VTR
Price book value ratio,1.773,1.803,1.799,2.023,2.043,VTR
Price to book ratio,1.773,1.803,1.799,2.023,2.043,VTR
Price to sales ratio,4.359,5.112,4.824,5.456,5.610,VTR
Price earnings ratio,-439.757,399.281,41.694,48.801,50.977,VTR
Price to free cash flows ratio,27.023,32.990,19.869,24.091,22.720,VTR
Price to operating cash flows ratio,16.069,19.070,12.626,14.697,15.110,VTR
Price cash flow ratio,16.069,19.070,12.626,14.697,15.110,VTR
Price earnings to growth ratio,2.486,-4.487,0,18.707,-0.729,VTR
Price sales ratio,4.359,5.112,4.824,5.456,5.610,VTR
Dividend yield,0.040,0.035,0.051,0.055,0.054,VTR
Enterprise value multiple,18.382,19.722,17.412,17.285,18.211,VTR
Price fair value,1.773,1.803,1.799,2.023,2.043,VTR
