,2022,2021,2020,2019,2018,ticker
Current ratio,1.249,1.249,1.234,1.172,1.094,PAYX
Quick ratio,0.482,0.422,0.389,0.324,0.187,PAYX
Cash ratio,0.070,0.202,0.204,0.143,0.068,PAYX
Days of sales outstanding,104.331,94.795,71.392,81.756,60.846,PAYX
Days of inventory outstanding,0,0,0,0,0,PAYX
Operating cycle,104.331,94.795,71.392,81.756,60.846,PAYX
Days of payables outstanding,28.445,25.555,22.627,23.521,26.717,PAYX
Cash conversion cycle,75.886,69.240,48.765,58.235,34.129,PAYX
Gross profit margin,0.706,0.687,0.683,0.688,0.699,PAYX
Operating profit margin,0.399,0.360,0.361,0.363,0.381,PAYX
Pretax profit margin,0.396,0.354,0.356,0.363,0.383,PAYX
Net profit margin,0.302,0.271,0.272,0.274,0.276,PAYX
Effective tax rate,0.237,0.235,0.236,0.244,0.280,PAYX
Return on assets,0.145,0.119,0.128,0.119,0.125,PAYX
Return on equity,0.451,0.372,0.395,0.395,0.461,PAYX
Return on capital employed,0.421,0.341,0.354,0.357,0.592,PAYX
Net income per EBT,0.763,0.765,0.764,0.756,0.720,PAYX
Ebt per ebit,0.992,0.982,0.984,0.998,1.007,PAYX
Ebit per revenue,0.399,0.360,0.361,0.363,0.381,PAYX
Debt ratio,0.680,0.681,0.675,0.698,0.729,PAYX
Debt equity ratio,0.286,0.304,0.323,0.304,0,PAYX
Long term debt to capitalization,0.220,0.232,0.243,0.233,0,PAYX
Total debt to capitalization,0.222,0.233,0.244,0.233,0,PAYX
Interest coverage,50.273,40.802,37.642,77.915,330.128,PAYX
Cash flow to debt ratio,1.708,1.405,1.603,1.619,0,PAYX
Company equity multiplier,3.123,3.130,3.074,3.315,3.687,PAYX
Receivables turnover,3.498,3.850,5.113,4.464,5.999,PAYX
Payables turnover,12.832,14.283,16.131,15.518,13.662,PAYX
Inventory turnover,0,0,0,0,0,PAYX
Fixed asset turnover,9.608,8.133,7.737,9.230,8.592,PAYX
Asset turnover,0.479,0.440,0.473,0.434,0.453,PAYX
Operating cash flow per share,4.175,3.502,4.019,3.590,3.555,PAYX
Free cash flow per share,3.807,3.183,3.665,3.245,3.126,PAYX
Cash per share,3.394,2.867,2.601,2.013,1.182,PAYX
Payout ratio,0.718,0.828,0.810,0.799,0.792,PAYX
Operating cash flow sales ratio,0.326,0.311,0.357,0.342,0.378,PAYX
Free cash flow operating cash flow ratio,0.912,0.909,0.912,0.904,0.879,PAYX
Cash flow coverage ratios,1.708,1.405,1.603,1.619,0,PAYX
Short term coverage ratios,173.046,170.311,282.529,0,0,PAYX
Capital expenditure coverage ratio,-11.354,-10.997,-11.346,-10.416,-8.288,PAYX
Dividend paid and capex coverage ratio,1.736,1.587,1.890,1.834,2.179,PAYX
Dividend payout ratio,0.718,0.828,0.810,0.799,0.792,PAYX
Price book value ratio,14.473,12.329,9.274,11.764,11.629,PAYX
Price to book ratio,14.473,12.329,9.274,11.764,11.629,PAYX
Price to sales ratio,9.683,8.959,6.384,8.169,6.964,PAYX
Price earnings ratio,32.060,33.117,23.490,29.791,25.215,PAYX
Price to free cash flows ratio,32.525,31.724,19.632,26.435,20.976,PAYX
Price to operating cash flows ratio,29.660,28.839,17.901,23.897,18.445,PAYX
Price cash flow ratio,29.660,28.839,17.901,23.897,18.445,PAYX
Price earnings to growth ratio,1.207,-101.339,3.758,2.766,1.734,PAYX
Price sales ratio,9.683,8.959,6.384,8.169,6.964,PAYX
Dividend yield,0.022,0.025,0.034,0.027,0.031,PAYX
Enterprise value multiple,22.229,21.933,15.440,19.912,16.123,PAYX
Price fair value,14.473,12.329,9.274,11.764,11.629,PAYX
