,ticker,2022-05-31,2021-05-31,2020-05-31,2019-05-31
Cash and cash equivalents(figures in $M),PAYX,370.0,995.2,905.2,692.2
Other short-term investments(figures in $M),PAYX,853.9,36.7,27.2,30.9
Total cash(figures in $M),PAYX,1223.9,1031.9,932.4,723.1
Net receivables(figures in $M),PAYX,723.8,578.3,384.1,817.6
Total current assets(figures in $M),PAYX,6581.6,6169.5,5464.6,5676.2
"Gross property, plant and equipment(figures in $M)",PAYX,480.0,498.8,522.2,408.7
Accumulated depreciation(figures in $M),PAYX,-1055.7,-966.1,-957.2,-866.1
"Net property, plant and equipment(figures in $M)",PAYX,480.0,498.8,522.2,408.7
Equity and other investments(figures in $M),PAYX,5.0,7.1,10.2,18.3
Goodwill(figures in $M),PAYX,1831.5,1820.7,1791.1,1782.6
Intangible assets(figures in $M),PAYX,224.6,275.8,330.6,399.1
Other long-term assets(figures in $M),PAYX,79.2,71.2,59.5,31.3
Total non-current assets(figures in $M),PAYX,3053.6,3057.7,3086.1,3006.3
Total assets(figures in $M),PAYX,9635.2,9227.2,8550.7,8682.5
Current debt(figures in $M),PAYX,8.7,7.4,5.1,0.0
Accounts payable(figures in $M),PAYX,105.7,89.0,79.4,75.9
Taxes payable(figures in $M),PAYX,0.0,0.0,50.5,0.0
Deferred revenues(figures in $M),PAYX,38.4,37.9,39.2,40.3
Other current liabilities(figures in $M),PAYX,4207.6,4007.8,3608.6,3913.2
Total current liabilities(figures in $M),PAYX,5269.2,4938.2,4426.9,4845.0
Long-term debt(figures in $M),PAYX,797.7,797.3,796.8,796.4
Deferred tax liabilities(figures in $M),PAYX,165.5,218.0,240.8,229.7
Other long-term liabilities(figures in $M),PAYX,184.7,207.5,174.4,164.6
Total non-current liabilities(figures in $M),PAYX,1280.8,1341.0,1342.4,1218.0
Total liabilities(figures in $M),PAYX,6550.0,6279.2,5769.3,6063.0
Common stock(figures in $M),PAYX,3.6,3.6,3.6,3.6
Retained earnings(figures in $M),PAYX,1669.6,1445.9,1431.4,1409.5
Accumulated other comprehensive income(figures in $M),PAYX,-133.9,51.8,56.5,0.1
Total stockholders' equity(figures in $M),PAYX,3085.2,2948.0,2781.4,2619.5
Total liabilities and stockholders' equity(figures in $M),PAYX,9635.2,9227.2,8550.7,8682.5
