,2023,2022,2021,2019,2018,ticker
Current ratio,0.991,1.348,1.206,1.259,1.474,JNJ
Quick ratio,0.767,1.037,0.912,0.939,1.082,JNJ
Cash ratio,0.253,0.320,0.329,0.481,0.193,JNJ
Days of sales outstanding,74.166,59.486,60.002,64.412,63.076,JNJ
Days of inventory outstanding,146.556,126.989,119.976,119.477,116.306,JNJ
Operating cycle,220.723,186.475,179.979,183.888,179.382,JNJ
Days of payables outstanding,137.399,135.156,122.043,113.172,101.942,JNJ
Cash conversion cycle,83.324,51.319,57.935,70.717,77.440,JNJ
Gross profit margin,0.673,0.682,0.656,0.664,0.669,JNJ
Operating profit margin,0.180,0.195,0.159,0.184,0.260,JNJ
Pretax profit margin,0.229,0.243,0.200,0.211,0.221,JNJ
Net profit margin,0.189,0.223,0.178,0.184,0.188,JNJ
Effective tax rate,0.174,0.083,0.108,0.127,0.150,JNJ
Return on assets,0.096,0.115,0.084,0.096,0.100,JNJ
Return on equity,0.234,0.282,0.233,0.254,0.256,JNJ
Return on capital employed,0.130,0.134,0.099,0.124,0.174,JNJ
Net income per EBT,0.826,0.917,0.892,0.873,0.850,JNJ
Ebt per ebit,1.274,1.244,1.258,1.146,0.850,JNJ
Ebit per revenue,0.180,0.195,0.159,0.184,0.260,JNJ
Debt ratio,0.590,0.593,0.638,0.623,0.609,JNJ
Debt equity ratio,0.516,0.456,0.557,0.466,0.510,JNJ
Long term debt to capitalization,0.259,0.288,0.340,0.308,0.317,JNJ
Total debt to capitalization,0.341,0.313,0.358,0.318,0.338,JNJ
Interest coverage,61.790,100.049,65.229,47.538,21.070,JNJ
Cash flow to debt ratio,0.534,0.694,0.667,0.845,0.728,JNJ
Company equity multiplier,2.440,2.459,2.764,2.652,2.560,JNJ
Receivables turnover,4.921,6.136,6.083,5.667,5.787,JNJ
Payables turnover,2.656,2.701,2.991,3.225,3.580,JNJ
Inventory turnover,2.491,2.874,3.042,3.055,3.138,JNJ
Fixed asset turnover,4.794,4.945,4.401,4.647,4.789,JNJ
Asset turnover,0.507,0.515,0.472,0.520,0.533,JNJ
Operating cash flow per share,8.109,8.894,8.940,8.895,8.339,JNJ
Free cash flow per share,6.575,7.507,7.668,7.566,6.960,JNJ
Cash per share,8.999,12.009,9.566,7.326,7.395,JNJ
Payout ratio,0.651,0.528,0.712,0.656,0.621,JNJ
Operating cash flow sales ratio,0.223,0.250,0.285,0.285,0.272,JNJ
Free cash flow operating cash flow ratio,0.811,0.844,0.858,0.851,0.835,JNJ
Cash flow coverage ratios,0.534,0.694,0.667,0.845,0.728,JNJ
Short term coverage ratios,1.660,6.216,8.946,19.481,7.940,JNJ
Capital expenditure coverage ratio,-5.287,-6.410,-7.032,-6.694,-6.049,JNJ
Dividend paid and capex coverage ratio,2.762,3.172,3.299,3.648,3.812,JNJ
Dividend payout ratio,0.651,0.528,0.712,0.656,0.621,JNJ
Price book value ratio,6.011,6.100,6.511,6.432,5.750,JNJ
Price to book ratio,6.011,6.100,6.511,6.432,5.750,JNJ
Price to sales ratio,4.863,4.815,4.989,4.661,4.211,JNJ
Price earnings ratio,25.734,21.626,28.003,25.300,22.460,JNJ
Price to free cash flows ratio,26.866,22.852,20.409,19.204,18.540,JNJ
Price to operating cash flows ratio,21.784,19.287,17.507,16.335,15.476,JNJ
Price cash flow ratio,21.784,19.287,17.507,16.335,15.476,JNJ
Price earnings to growth ratio,-1.907,0.517,-10.716,-253.601,0.021,JNJ
Price sales ratio,4.863,4.815,4.989,4.661,4.211,JNJ
Dividend yield,0.025,0.024,0.025,0.026,0.028,JNJ
Enterprise value multiple,20.281,18.319,21.301,17.757,14.192,JNJ
Price fair value,6.011,6.100,6.511,6.432,5.750,JNJ
