,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),JNJ,94943.0,94943.0,93775.0,82584.0,82059.0
Cost of revenue(figures in $M),JNJ,31089.0,31089.0,29855.0,28427.0,27556.0
Gross profit(figures in $M),JNJ,63854.0,63854.0,63920.0,54157.0,54503.0
Research development(figures in $M),JNJ,15386.0,15386.0,14714.0,12159.0,11355.0
Selling general and administrative(figures in $M),JNJ,24765.0,24765.0,24659.0,22084.0,22178.0
Total operating expenses(figures in $M),JNJ,40151.0,40151.0,39373.0,34243.0,33533.0
Operating income or loss(figures in $M),JNJ,23703.0,23703.0,24547.0,19914.0,20970.0
Interest expense(figures in $M),JNJ,276.0,276.0,183.0,201.0,318.0
Total other income/expenses net(figures in $M),JNJ,-2192.0,-2192.0,-1641.0,-3327.0,-3681.0
Income before tax(figures in $M),JNJ,21725.0,21725.0,22776.0,16497.0,17328.0
Income tax expense(figures in $M),JNJ,3784.0,3784.0,1898.0,1783.0,2209.0
Income from continuing operations(figures in $M),JNJ,17941.0,17941.0,20878.0,14714.0,15119.0
Net income(figures in $M),JNJ,17941.0,17941.0,20878.0,14714.0,15119.0
Net income available to common shareholders(figures in $M),JNJ,17941.0,17941.0,20878.0,14714.0,15119.0
Basic EPS(figures in $M),JNJ,,6.86e-06,7.93e-06,5.59e-06,5.74e-06
Diluted EPS(figures in $M),JNJ,,6.730000000000001e-06,7.81e-06,5.51e-06,5.63e-06
Basic average shares(figures in $M),JNJ,,2613.597,2632.1,2632.8,2632.507
Diluted average shares(figures in $M),JNJ,,2663.9,2674.0,2670.7,2684.3
EBITDA(figures in $M),JNJ,,23703.0,24547.0,19914.0,20970.0
