,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),GT,1227.0,1088.0,1539.0,908.0
Total cash(figures in $M),GT,1227.0,1088.0,1539.0,908.0
Net receivables(figures in $M),GT,2610.0,2387.0,1691.0,1941.0
Inventory(figures in $M),GT,4571.0,3594.0,2153.0,2851.0
Other current assets(figures in $M),GT,257.0,0.0,0.0,0.0
Total current assets(figures in $M),GT,8665.0,7331.0,5620.0,5934.0
"Gross property, plant and equipment(figures in $M)",GT,20647.0,20456.0,18915.0,18551.0
Accumulated depreciation(figures in $M),GT,-11377.0,-11130.0,-10991.0,-10488.0
"Net property, plant and equipment(figures in $M)",GT,9270.0,9326.0,7924.0,8063.0
Goodwill(figures in $M),GT,1014.0,1004.0,408.0,565.0
Intangible assets(figures in $M),GT,1004.0,1039.0,135.0,137.0
Other long-term assets(figures in $M),GT,1035.0,1106.0,952.0,959.0
Total non-current assets(figures in $M),GT,13766.0,14071.0,10886.0,11251.0
Total assets(figures in $M),GT,22431.0,21402.0,16506.0,17185.0
Current debt(figures in $M),GT,623.0,749.0,558.0,910.0
Accounts payable(figures in $M),GT,4803.0,4148.0,2945.0,2908.0
Other current liabilities(figures in $M),GT,872.0,822.0,865.0,734.0
Total current liabilities(figures in $M),GT,7140.0,6612.0,5106.0,5287.0
Long-term debt(figures in $M),GT,7267.0,6648.0,5432.0,4753.0
Deferred tax liabilities(figures in $M),GT,134.0,135.0,84.0,90.0
Other long-term liabilities(figures in $M),GT,605.0,559.0,471.0,508.0
Total non-current liabilities(figures in $M),GT,9825.0,9606.0,8141.0,7353.0
Total liabilities(figures in $M),GT,16965.0,16218.0,13247.0,12640.0
Common stock(figures in $M),GT,283.0,282.0,233.0,233.0
Retained earnings(figures in $M),GT,5775.0,5573.0,4809.0,6113.0
Accumulated other comprehensive income(figures in $M),GT,-3875.0,-3963.0,-4135.0,-4136.0
Total stockholders' equity(figures in $M),GT,5300.0,4999.0,3078.0,4351.0
Total liabilities and stockholders' equity(figures in $M),GT,22431.0,21402.0,16506.0,17185.0
