,2022,2021,2020,2019,2018,ticker
Current ratio,1.214,1.109,1.101,1.122,1.239,GT
Quick ratio,0.537,0.526,0.633,0.539,0.592,GT
Cash ratio,0.172,0.165,0.301,0.172,0.168,GT
Days of sales outstanding,45.789,49.849,50.095,48.048,47.880,GT
Days of inventory outstanding,98.414,95.809,76.023,89.693,87.153,GT
Operating cycle,144.204,145.657,126.117,137.741,135.034,GT
Days of payables outstanding,103.409,110.577,103.988,91.486,89.106,GT
Cash conversion cycle,40.794,35.080,22.129,46.255,45.927,GT
Gross profit margin,0.185,0.217,0.161,0.213,0.227,GT
Operating profit margin,0.042,0.057,-0.027,0.049,0.078,GT
Pretax profit margin,0.019,0.029,-0.093,0.012,0.065,GT
Net profit margin,0.010,0.044,-0.101,-0.020,0.045,GT
Effective tax rate,0.476,-0.520,-0.096,2.678,0.300,GT
Return on assets,0.009,0.036,-0.076,-0.017,0.041,GT
Return on equity,0.038,0.153,-0.406,-0.068,0.142,GT
Return on capital employed,0.058,0.067,-0.029,0.061,0.099,GT
Net income per EBT,0.506,1.489,1.096,-1.678,0.685,GT
Ebt per ebit,0.452,0.517,3.486,0.245,0.841,GT
Ebit per revenue,0.042,0.057,-0.027,0.049,0.078,GT
Debt ratio,0.756,0.758,0.803,0.736,0.700,GT
Debt equity ratio,1.681,1.684,2.233,1.501,1.185,GT
Long term debt to capitalization,0.604,0.599,0.665,0.555,0.512,GT
Total debt to capitalization,0.627,0.627,0.691,0.600,0.542,GT
Interest coverage,1.958,2.566,-1.009,2.124,3.745,GT
Cash flow to debt ratio,0.058,0.126,0.162,0.185,0.159,GT
Company equity multiplier,4.232,4.281,5.363,3.950,3.469,GT
Receivables turnover,7.971,7.322,7.286,7.597,7.623,GT
Payables turnover,3.530,3.301,3.510,3.990,4.096,GT
Inventory turnover,3.709,3.810,4.801,4.069,4.188,GT
Fixed asset turnover,2.244,1.874,1.555,1.829,2.132,GT
Asset turnover,0.928,0.817,0.746,0.858,0.917,GT
Operating cash flow per share,2.226,4.069,4.765,5.180,3.865,GT
Free cash flow per share,-2.308,0.310,2,1.876,0.443,GT
Cash per share,5.244,4.169,6.577,3.897,3.380,GT
Payout ratio,0,0,-0.030,-0.498,0.199,GT
Operating cash flow sales ratio,0.025,0.061,0.090,0.082,0.059,GT
Free cash flow operating cash flow ratio,-1.036,0.076,0.420,0.362,0.115,GT
Cash flow coverage ratios,0.058,0.126,0.162,0.185,0.159,GT
Short term coverage ratios,0.634,1.114,1.475,1.088,1.403,GT
Capital expenditure coverage ratio,-0.491,-1.083,-1.723,-1.568,-1.129,GT
Dividend paid and capex coverage ratio,-0.491,-1.083,-1.828,-1.941,-1.361,GT
Dividend payout ratio,0,0,-0.030,-0.498,0.199,GT
Price book value ratio,0.448,1.113,0.829,0.833,0.994,GT
Price to book ratio,0.448,1.113,0.829,0.833,0.994,GT
Price to sales ratio,0.114,0.318,0.207,0.246,0.313,GT
Price earnings ratio,11.758,7.283,-2.042,-12.203,6.980,GT
Price to free cash flows ratio,-4.398,68.698,5.455,8.294,46.068,GT
Price to operating cash flows ratio,4.559,5.240,2.290,3.003,5.281,GT
Price cash flow ratio,4.559,5.240,2.290,3.003,5.281,GT
Price earnings to growth ratio,-0.169,0.047,0.006,0.085,0.063,GT
Price sales ratio,0.114,0.318,0.207,0.246,0.313,GT
Dividend yield,0,0,0.014,0.041,0.029,GT
Enterprise value multiple,5.446,6.874,14.823,6.095,4.677,GT
Price fair value,0.448,1.113,0.829,0.833,0.994,GT
