,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),HSY,10419.294,10419.294,8971.337,8149.719,7986.252
Cost of revenue(figures in $M),HSY,5920.509,5920.509,4922.739,4448.45,4363.774
Gross profit(figures in $M),HSY,4498.785,4498.785,4048.598,3701.269,3622.478
Selling general and administrative(figures in $M),HSY,2236.009,2236.009,2001.351,1890.925,1905.929
Total operating expenses(figures in $M),HSY,2236.009,2236.009,2001.351,1890.925,1905.929
Operating income or loss(figures in $M),HSY,2262.776,2262.776,2047.247,1810.344,1716.549
Interest expense(figures in $M),HSY,140.095,137.557,127.417,149.374,144.125
Total other income/expenses net(figures in $M),HSY,-208.148,-208.148,-122.606,-165.973,-191.64
Income before tax(figures in $M),HSY,1917.071,1917.071,1797.224,1494.997,1380.784
Income tax expense(figures in $M),HSY,272.254,272.254,314.405,219.584,234.032
Income from continuing operations(figures in $M),HSY,1644.817,1644.817,1482.819,1275.413,1146.752
Net income(figures in $M),HSY,1644.817,1644.817,1477.512,1278.708,1149.692
Net income available to common shareholders(figures in $M),HSY,1644.817,1644.817,1477.512,1278.708,1149.692
Basic EPS(figures in $M),HSY,,,7.34e-06,6.3e-06,5.639999999999999e-06
Diluted EPS(figures in $M),HSY,,,7.1100000000000005e-06,6.11e-06,5.46e-06
Basic average shares(figures in $M),HSY,,,206.734,208.446,209.455
Diluted average shares(figures in $M),HSY,,,207.758,209.414,210.702
EBITDA(figures in $M),HSY,,2054.628,1924.641,1644.371,1524.909
