,2022,2021,2020,2019,2018,ticker
Current ratio,0.805,0.901,1.574,1.054,0.926,HSY
Quick ratio,0.361,0.401,0.930,0.529,0.489,HSY
Cash ratio,0.142,0.132,0.605,0.246,0.243,HSY
Days of sales outstanding,24.914,27.319,27.554,25.983,27.835,HSY
Days of inventory outstanding,72.323,73.294,79.114,68.190,67.955,HSY
Operating cycle,97.237,100.612,106.669,94.173,95.790,HSY
Days of payables outstanding,59.835,51.334,47.594,46.073,43.490,HSY
Cash conversion cycle,37.402,49.279,59.074,48.100,52.299,HSY
Gross profit margin,0.432,0.451,0.454,0.454,0.459,HSY
Operating profit margin,0.161,0.180,0.169,0.200,0.208,HSY
Pretax profit margin,0.184,0.200,0.183,0.173,0.181,HSY
Net profit margin,0.158,0.165,0.157,0.144,0.151,HSY
Effective tax rate,0.142,0.175,0.147,0.169,0.170,HSY
Return on assets,0.150,0.142,0.140,0.141,0.153,HSY
Return on equity,0.498,0.536,0.571,0.659,0.842,HSY
Return on capital employed,0.218,0.204,0.190,0.260,0.307,HSY
Net income per EBT,0.858,0.822,0.855,0.833,0.835,HSY
Ebt per ebit,1.143,1.114,1.086,0.865,0.868,HSY
Ebit per revenue,0.161,0.180,0.169,0.200,0.208,HSY
Debt ratio,0.699,0.735,0.755,0.786,0.817,HSY
Debt equity ratio,1.452,1.824,2.057,2.445,3.187,HSY
Long term debt to capitalization,0.503,0.597,0.646,0.669,0.699,HSY
Total debt to capitalization,0.592,0.646,0.673,0.710,0.761,HSY
Interest coverage,12.196,12.661,9.219,11.073,11.056,HSY
Cash flow to debt ratio,0.486,0.414,0.369,0.413,0.359,HSY
Company equity multiplier,3.318,3.776,4.081,4.665,5.507,HSY
Receivables turnover,14.650,13.361,13.247,14.048,13.113,HSY
Payables turnover,6.100,7.110,7.669,7.922,8.393,HSY
Inventory turnover,5.047,4.980,4.614,5.353,5.371,HSY
Fixed asset turnover,3.762,3.469,3.566,3.709,3.657,HSY
Asset turnover,0.952,0.862,0.892,0.981,1.011,HSY
Operating cash flow per share,11.260,10.075,8.154,8.421,7.619,HSY
Free cash flow per share,8.747,7.677,6.035,6.902,6.054,HSY
Cash per share,2.244,1.593,5.488,2.355,2.800,HSY
Payout ratio,0.471,0.464,0.501,0.531,0.478,HSY
Operating cash flow sales ratio,0.223,0.232,0.209,0.221,0.205,HSY
Free cash flow operating cash flow ratio,0.777,0.762,0.740,0.820,0.795,HSY
Cash flow coverage ratios,0.486,0.414,0.369,0.413,0.359,HSY
Short term coverage ratios,1.608,2.211,3.314,2.398,1.330,HSY
Capital expenditure coverage ratio,-4.481,-4.200,-3.849,-5.543,-4.869,HSY
Dividend paid and capex coverage ratio,9.109,10.956,8.536,6.038,6.840,HSY
Dividend payout ratio,0.471,0.464,0.501,0.531,0.478,HSY
Price book value ratio,14.509,14.506,14.189,17.642,16.091,HSY
Price to book ratio,14.509,14.506,14.189,17.642,16.091,HSY
Price to sales ratio,4.595,4.458,3.896,3.855,2.889,HSY
Price earnings ratio,29.106,27.070,24.832,26.777,19.113,HSY
Price to free cash flows ratio,26.473,25.203,25.240,21.295,17.703,HSY
Price to operating cash flows ratio,20.566,19.203,18.682,17.453,14.067,HSY
Price cash flow ratio,20.566,19.203,18.682,17.453,14.067,HSY
Price earnings to growth ratio,3.446,1.640,2.122,-12.853,0.368,HSY
Price sales ratio,4.595,4.458,3.896,3.855,2.889,HSY
Dividend yield,0.016,0.017,0.020,0.020,0.025,HSY
Enterprise value multiple,25.382,23.181,21.059,21.002,14.192,HSY
Price fair value,14.509,14.506,14.189,17.642,16.091,HSY
