,2023,2022,2021,2020,2019,ticker
Current ratio,1.405,1.013,1.229,1.078,1.108,HD
Quick ratio,0.263,0.201,0.470,0.231,0.222,HD
Cash ratio,0.119,0.082,0.341,0.116,0.106,HD
Days of sales outstanding,7.692,8.273,8.266,6.974,6.531,HD
Days of inventory outstanding,86.819,80.287,69.551,73.002,71.543,HD
Operating cycle,94.510,88.560,77.818,79.976,78.074,HD
Days of payables outstanding,39.921,48.977,48.548,39.121,39.843,HD
Cash conversion cycle,54.590,39.583,29.270,40.855,38.231,HD
Gross profit margin,0.335,0.336,0.340,0.341,0.343,HD
Operating profit margin,0.153,0.152,0.138,0.144,0.144,HD
Pretax profit margin,0.143,0.144,0.129,0.133,0.135,HD
Net profit margin,0.109,0.109,0.097,0.102,0.103,HD
Effective tax rate,0.239,0.244,0.242,0.236,0.236,HD
Return on assets,0.224,0.229,0.182,0.219,0.253,HD
Return on equity,10.951,-9.689,3.900,-3.608,-5.922,HD
Return on capital employed,0.451,0.534,0.385,0.482,0.569,HD
Net income per EBT,0.761,0.756,0.758,0.764,0.764,HD
Ebt per ebit,0.935,0.943,0.929,0.929,0.937,HD
Ebit per revenue,0.153,0.152,0.138,0.144,0.144,HD
Debt ratio,0.980,1.024,0.953,1.061,1.043,HD
Debt equity ratio,32.243,-27.281,13.162,-11.995,-15.550,HD
Long term debt to capitalization,0.969,1.042,0.926,1.102,1.075,HD
Total debt to capitalization,0.970,1.038,0.929,1.091,1.069,HD
Interest coverage,14.866,17.105,13.569,13.192,14.776,HD
Cash flow to debt ratio,0.290,0.358,0.434,0.367,0.446,HD
Company equity multiplier,48.940,-42.380,21.395,-16.443,-23.431,HD
Receivables turnover,47.453,44.121,44.154,52.339,55.890,HD
Payables turnover,9.143,7.452,7.518,9.330,9.161,HD
Inventory turnover,4.204,4.546,5.248,5.000,5.102,HD
Fixed asset turnover,4.832,4.850,4.308,3.886,4.836,HD
Asset turnover,2.059,2.103,1.872,2.151,2.459,HD
Operating cash flow per share,14.300,15.722,17.541,12.555,11.467,HD
Free cash flow per share,11.249,13.287,15.248,10.105,9.319,HD
Cash per share,2.698,2.223,7.351,1.952,1.564,HD
Payout ratio,0.455,0.425,0.501,0.530,0.423,HD
Operating cash flow sales ratio,0.093,0.110,0.143,0.124,0.120,HD
Free cash flow operating cash flow ratio,0.787,0.845,0.869,0.805,0.813,HD
Cash flow coverage ratios,0.290,0.358,0.434,0.367,0.446,HD
Short term coverage ratios,6.716,3.843,8.395,3.769,5.444,HD
Capital expenditure coverage ratio,-4.686,-6.458,-7.649,-5.124,-5.339,HD
Dividend paid and capex coverage ratio,3.130,3.750,4.724,4.184,5.764,HD
Dividend payout ratio,0.455,0.425,0.501,0.530,0.423,HD
Price book value ratio,205.604,-228.064,87.922,-81.217,-112.871,HD
Price to book ratio,205.604,-228.064,87.922,-81.217,-112.871,HD
Price to sales ratio,2.040,2.559,2.196,2.296,1.959,HD
Price earnings ratio,18.775,23.538,22.544,22.511,19.060,HD
Price to free cash flows ratio,27.936,27.618,17.712,22.913,20.005,HD
Price to operating cash flows ratio,21.974,23.342,15.397,18.442,16.258,HD
Price cash flow ratio,21.974,23.342,15.397,18.442,16.258,HD
Price earnings to growth ratio,2.545,0.781,1.373,4.317,0.570,HD
Price sales ratio,2.040,2.559,2.196,2.296,1.959,HD
Dividend yield,0.024,0.018,0.022,0.024,0.022,HD
Enterprise value multiple,13.623,16.601,15.620,15.831,13.480,HD
Price fair value,205.604,-228.064,87.922,-81.217,-112.871,HD
