,ticker,ttm,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Total revenue(figures in $M),HD,157403.0,157403.0,151157.0,132110.0,110225.0
Cost of revenue(figures in $M),HD,104625.0,104625.0,100325.0,87257.0,72653.0
Gross profit(figures in $M),HD,52778.0,52778.0,50832.0,44853.0,37572.0
Selling general and administrative(figures in $M),HD,26284.0,26284.0,25406.0,24447.0,19740.0
Total operating expenses(figures in $M),HD,28739.0,28739.0,27792.0,26575.0,21729.0
Operating income or loss(figures in $M),HD,24039.0,24039.0,23040.0,18278.0,15843.0
Interest expense(figures in $M),HD,1617.0,1617.0,1347.0,1347.0,1201.0
Income before tax(figures in $M),HD,22477.0,22477.0,21737.0,16978.0,14715.0
Income tax expense(figures in $M),HD,5372.0,5372.0,5304.0,4112.0,3473.0
Income from continuing operations(figures in $M),HD,17105.0,17105.0,16433.0,12866.0,11242.0
Net income(figures in $M),HD,17105.0,17105.0,16433.0,12866.0,11242.0
Net income available to common shareholders(figures in $M),HD,17105.0,17105.0,16433.0,12866.0,11242.0
Basic EPS(figures in $M),HD,,1.674e-05,1.559e-05,1.198e-05,1.029e-05
Diluted EPS(figures in $M),HD,,1.669e-05,1.553e-05,1.194e-05,1.025e-05
Basic average shares(figures in $M),HD,,1022.0,1054.0,1074.0,1093.0
Diluted average shares(figures in $M),HD,,1025.0,1058.0,1078.0,1097.0
EBITDA(figures in $M),HD,,27069.0,25946.0,20844.0,18212.0
