,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),SWK,16947.4,16947.4,15617.2,14534.6,14442.2
Cost of revenue(figures in $M),SWK,12663.3,12663.3,10423.0,9566.7,9636.7
Gross profit(figures in $M),SWK,4284.1,4284.1,5194.2,4967.9,4805.5
Selling general and administrative(figures in $M),SWK,3355.7,3370.0,3240.4,3089.6,3041.0
Total operating expenses(figures in $M),SWK,3644.8,3644.8,3362.5,3399.3,3308.0
Operating income or loss(figures in $M),SWK,639.3,639.3,1831.7,1568.6,1497.5
Interest expense(figures in $M),SWK,338.5,338.5,175.6,223.1,284.3
Total other income/expenses net(figures in $M),SWK,-317.6,-317.6,-15.1,-96.5,-137.1
Income before tax(figures in $M),SWK,37.9,37.9,1641.0,1267.0,1130.0
Income tax expense(figures in $M),SWK,-132.4,-132.4,61.4,41.4,160.8
Income from continuing operations(figures in $M),SWK,170.3,170.3,1598.6,1234.7,958.0
Net income(figures in $M),SWK,1062.5,1062.5,1689.2,1233.8,955.8
Net income available to common shareholders(figures in $M),SWK,1062.5,1062.5,1689.2,1233.8,955.8
Basic EPS(figures in $M),SWK,,7.1299999999999995e-06,1.055e-05,7.85e-06,6.44e-06
Diluted EPS(figures in $M),SWK,,6.76e-06,1.0160000000000001e-05,7.46e-06,6.349999999999999e-06
Basic average shares(figures in $M),SWK,,148.17,158.76,154.176,148.365
Diluted average shares(figures in $M),SWK,,156.553,165.024,162.427,150.558
EBITDA(figures in $M),SWK,,1211.5,2393.7,2146.7,2057.7
