,2022,2021,2020,2019,2018,ticker
Current ratio,2.171,2.080,1.935,2.551,3.125,CTSH
Quick ratio,1.881,1.778,1.642,2.239,2.797,CTSH
Cash ratio,0.655,0.508,0.757,0.887,0.418,CTSH
Days of sales outstanding,71.317,70.152,67.665,70.812,73.724,CTSH
Days of inventory outstanding,0,0,0,0,0,CTSH
Operating cycle,71.317,70.152,67.665,70.812,73.724,CTSH
Days of payables outstanding,10.556,11.355,13.306,8.203,7.977,CTSH
Cash conversion cycle,60.761,58.797,54.359,62.609,65.748,CTSH
Gross profit margin,0.359,0.373,0.359,0.366,0.390,CTSH
Operating profit margin,0.153,0.153,0.127,0.146,0.174,CTSH
Pretax profit margin,0.155,0.153,0.126,0.152,0.173,CTSH
Net profit margin,0.118,0.115,0.084,0.110,0.130,CTSH
Effective tax rate,0.242,0.245,0.336,0.253,0.250,CTSH
Return on assets,0.128,0.120,0.082,0.114,0.132,CTSH
Return on equity,0.186,0.178,0.128,0.167,0.184,CTSH
Return on capital employed,0.205,0.197,0.158,0.186,0.213,CTSH
Net income per EBT,0.759,0.756,0.664,0.724,0.751,CTSH
Ebt per ebit,1.016,1.000,0.991,1.037,0.999,CTSH
Ebit per revenue,0.153,0.153,0.127,0.146,0.174,CTSH
Debt ratio,0.310,0.328,0.360,0.320,0.282,CTSH
Debt equity ratio,0.125,0.137,0.162,0.153,0.065,CTSH
Long term debt to capitalization,0.099,0.105,0.122,0.116,0.061,CTSH
Total debt to capitalization,0.111,0.120,0.140,0.133,0.061,CTSH
Interest coverage,156.211,314,88.083,94.346,103.741,CTSH
Cash flow to debt ratio,1.674,1.519,1.877,1.483,3.479,CTSH
Company equity multiplier,1.450,1.489,1.562,1.470,1.393,CTSH
Receivables turnover,5.118,5.203,5.394,5.154,4.951,CTSH
Payables turnover,34.578,32.144,27.432,44.494,45.758,CTSH
Inventory turnover,0,0,0,0,0,CTSH
Fixed asset turnover,9.827,8.796,7.355,7.509,11.567,CTSH
Asset turnover,1.088,1.037,0.984,1.036,1.013,CTSH
Operating cash flow per share,4.958,4.734,6.109,4.470,4.454,CTSH
Free cash flow per share,4.317,4.205,5.372,3.769,3.806,CTSH
Cash per share,4.828,5.159,5.044,6.125,7.751,CTSH
Payout ratio,0.246,0.238,0.345,0.246,0.223,CTSH
Operating cash flow sales ratio,0.132,0.135,0.198,0.149,0.161,CTSH
Free cash flow operating cash flow ratio,0.871,0.888,0.879,0.843,0.855,CTSH
Cash flow coverage ratios,1.674,1.519,1.877,1.483,3.479,CTSH
Short term coverage ratios,14.110,10.708,13.249,10.412,288,CTSH
Capital expenditure coverage ratio,-7.735,-8.943,-8.289,-6.375,-6.875,CTSH
Dividend paid and capex coverage ratio,11.069,10.848,40.232,40.967,28.484,CTSH
Dividend payout ratio,0.246,0.238,0.345,0.246,0.223,CTSH
Price book value ratio,2.407,3.899,4.084,3.145,3.234,CTSH
Price to book ratio,2.407,3.899,4.084,3.145,3.234,CTSH
Price to sales ratio,1.525,2.526,2.658,2.066,2.291,CTSH
Price earnings ratio,12.936,21.879,31.791,18.821,17.585,CTSH
Price to free cash flows ratio,13.249,21.099,15.254,16.454,16.680,CTSH
Price to operating cash flows ratio,11.536,18.740,13.414,13.873,14.254,CTSH
Price cash flow ratio,11.536,18.740,13.414,13.873,14.254,CTSH
Price earnings to growth ratio,1.459,0.381,-1.457,-2.192,0.417,CTSH
Price sales ratio,1.525,2.526,2.658,2.066,2.291,CTSH
Dividend yield,0.019,0.011,0.011,0.013,0.013,CTSH
Enterprise value multiple,8.053,13.588,14.429,10.038,10.990,CTSH
Price fair value,2.407,3.899,4.084,3.145,3.234,CTSH
