,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),CTSH,19428.0,19428.0,18507.0,16652.0,16783.0
Cost of revenue(figures in $M),CTSH,12448.0,12448.0,11604.0,10671.0,10634.0
Gross profit(figures in $M),CTSH,6980.0,6980.0,6903.0,5981.0,6149.0
Selling general and administrative(figures in $M),CTSH,3443.0,3443.0,3503.0,3100.0,2972.0
Total operating expenses(figures in $M),CTSH,4012.0,4012.0,4077.0,3652.0,3479.0
Operating income or loss(figures in $M),CTSH,2968.0,2968.0,2826.0,2329.0,2670.0
Interest expense(figures in $M),CTSH,19.0,19.0,9.0,24.0,26.0
Total other income/expenses net(figures in $M),CTSH,8.0,8.0,-20.0,-328.0,-277.0
Income before tax(figures in $M),CTSH,3016.0,3016.0,2827.0,2096.0,2543.0
Income tax expense(figures in $M),CTSH,730.0,730.0,693.0,704.0,643.0
Income from continuing operations(figures in $M),CTSH,2290.0,2290.0,2137.0,1392.0,1842.0
Net income(figures in $M),CTSH,2290.0,2290.0,2137.0,1392.0,1842.0
Net income available to common shareholders(figures in $M),CTSH,2290.0,2290.0,2137.0,1392.0,1842.0
Basic EPS(figures in $M),CTSH,,,4.059999999999999e-06,2.58e-06,3.2999999999999997e-06
Diluted EPS(figures in $M),CTSH,,,4.05e-06,2.57e-06,3.29e-06
Basic average shares(figures in $M),CTSH,,,527.0,540.0,559.0
Diluted average shares(figures in $M),CTSH,,,528.0,541.0,560.0
EBITDA(figures in $M),CTSH,,3604.0,3410.0,2672.0,3076.0
