,ticker,ttm,2022-05-31,2021-05-31,2020-05-31,2019-05-31
Total revenue(figures in $M),CTAS,8605.984,7854.459,7116.34,7085.12,6892.303
Cost of revenue(figures in $M),CTAS,4575.199,4222.213,3801.689,3851.372,3763.715
Gross profit(figures in $M),CTAS,4030.785,3632.246,3314.651,3233.748,3128.588
Selling general and administrative(figures in $M),CTAS,2294.483,2044.876,1929.159,2071.052,1980.644
Total operating expenses(figures in $M),CTAS,2294.483,2044.876,1929.159,2071.052,1980.644
Operating income or loss(figures in $M),CTAS,1736.302,1587.37,1385.492,1162.696,1147.944
Interest expense(figures in $M),CTAS,108.517,88.844,98.21,105.393,101.736
Total other income/expenses net(figures in $M),CTAS,,,,,54.963
Income before tax(figures in $M),CTAS,1628.731,1498.768,1287.749,1058.291,1102.399
Income tax expense(figures in $M),CTAS,332.461,263.011,176.781,181.931,219.764
Income from continuing operations(figures in $M),CTAS,1296.27,1235.757,1110.968,876.36,882.635
Net income(figures in $M),CTAS,1296.27,1235.757,1110.968,876.037,884.981
Net income available to common shareholders(figures in $M),CTAS,1290.689,1235.757,1110.968,876.037,884.981
Basic EPS(figures in $M),CTAS,,1.192e-05,1.052e-05,8.36e-06,8.25e-06
Diluted EPS(figures in $M),CTAS,,1.165e-05,1.024e-05,8.109999999999999e-06,7.99e-06
Basic average shares(figures in $M),CTAS,,103.172,104.874,103.816,106.08
Diluted average shares(figures in $M),CTAS,,105.523,107.707,107.012,109.495
EBITDA(figures in $M),CTAS,,1987.313,1773.91,1542.737,1564.228
