,ticker,2022-05-31,2021-05-31,2020-05-31,2019-05-31
Cash and cash equivalents(figures in $M),CTAS,90.471,493.64,145.402,96.645
Total cash(figures in $M),CTAS,90.471,493.64,145.402,96.645
Net receivables(figures in $M),CTAS,1006.22,901.71,870.369,910.12
Inventory(figures in $M),CTAS,1388.856,1291.901,1179.309,1118.722
Other current assets(figures in $M),CTAS,124.728,133.776,114.619,103.318
Total current assets(figures in $M),CTAS,2631.983,2843.309,2309.699,2236.28
"Gross property, plant and equipment(figures in $M)",CTAS,1493.676,1486.97,1563.032,3192.364
Accumulated depreciation(figures in $M),CTAS,-2211.919,-2055.221,-1910.795,-1761.679
"Net property, plant and equipment(figures in $M)",CTAS,1493.676,1486.97,1563.032,1430.685
Equity and other investments(figures in $M),CTAS,242.873,274.616,214.847,192.346
Goodwill(figures in $M),CTAS,3042.976,2913.069,2870.02,2842.441
Intangible assets(figures in $M),CTAS,391.638,408.445,451.529,494.595
Other long-term assets(figures in $M),CTAS,344.11,310.414,260.758,240.315
Total non-current assets(figures in $M),CTAS,5515.273,5393.514,5360.186,5200.382
Total assets(figures in $M),CTAS,8147.256,8236.823,7669.885,7436.662
Current debt(figures in $M),CTAS,311.574,899.07,0.0,312.264
Accounts payable(figures in $M),CTAS,251.504,230.786,230.995,226.02
Taxes payable(figures in $M),CTAS,0.0,0.0,27.099,0.0
Accrued liabilities(figures in $M),CTAS,588.948,518.91,456.653,433.94
Total current liabilities(figures in $M),CTAS,1432.89,1934.085,885.195,1127.733
Long-term debt(figures in $M),CTAS,2483.932,1642.833,2539.705,2537.507
Deferred tax liabilities(figures in $M),CTAS,473.777,386.647,388.579,438.179
Total non-current liabilities(figures in $M),CTAS,3406.17,2614.891,3549.488,3306.208
Total liabilities(figures in $M),CTAS,4839.06,4548.976,4434.683,4433.941
Common stock(figures in $M),CTAS,1771.917,1417.343,1102.689,840.328
Retained earnings(figures in $M),CTAS,8719.163,7877.015,7296.509,6691.236
Accumulated other comprehensive income(figures in $M),CTAS,107.917,30.888,-153.38,-39.152
Total stockholders' equity(figures in $M),CTAS,3308.196,3687.847,3235.202,3002.721
Total liabilities and stockholders' equity(figures in $M),CTAS,8147.256,8236.823,7669.885,7436.662
