,ticker,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Cash and cash equivalents(figures in $M),HP,232.131,917.534,487.884,347.943
Other short-term investments(figures in $M),HP,117.101,198.7,89.335,52.96
Total cash(figures in $M),HP,349.232,1116.234,577.219,400.903
Net receivables(figures in $M),HP,458.713,228.894,150.249,461.774
Inventory(figures in $M),HP,87.957,84.057,104.18,149.653
Other current assets(figures in $M),HP,17.787,20.837,386.108,714.183
Total current assets(figures in $M),HP,1002.944,1586.566,963.327,1115.086
"Gross property, plant and equipment(figures in $M)",HP,2999.873,3176.474,3646.341,4502.084
Accumulated depreciation(figures in $M),HP,-4486.22,-4197.408,-4812.271,-4616.05
"Net property, plant and equipment(figures in $M)",HP,2999.873,3176.474,3646.341,4502.084
Equity and other investments(figures in $M),HP,218.981,135.444,31.585,31.991
Goodwill(figures in $M),HP,45.653,45.653,45.653,82.786
Intangible assets(figures in $M),HP,67.154,73.838,81.027,86.716
Other long-term assets(figures in $M),HP,20.926,16.153,188.368,190.354
Total non-current assets(figures in $M),HP,3352.587,3447.562,3866.294,4724.429
Total assets(figures in $M),HP,4355.531,5034.128,4829.621,5839.515
Current debt(figures in $M),HP,0.0,483.486,0.0,0.0
Accounts payable(figures in $M),HP,126.966,71.996,36.468,123.146
Taxes payable(figures in $M),HP,40.833,0.881,0.0,19.277
Accrued liabilities(figures in $M),HP,241.151,283.492,52.827,139.969
Deferred revenues(figures in $M),HP,28.78,13.208,14.971,40.163
Total current liabilities(figures in $M),HP,394.81,866.306,219.136,410.238
Long-term debt(figures in $M),HP,542.61,541.997,480.727,479.356
Deferred tax liabilities(figures in $M),HP,537.712,563.437,650.675,806.611
Deferred revenues(figures in $M),HP,3.162,1.003,2.955,9.471
Other long-term liabilities(figures in $M),HP,113.387,147.757,797.855,922.357
Total non-current liabilities(figures in $M),HP,1195.249,1255.204,1291.971,1417.054
Total liabilities(figures in $M),HP,1590.059,2121.51,1511.107,1827.292
Common stock(figures in $M),HP,11.222,11.222,11.215,11.208
Retained earnings(figures in $M),HP,2473.572,2573.375,3010.012,3714.307
Accumulated other comprehensive income(figures in $M),HP,-12.072,-20.244,-26.188,-28.635
Total stockholders' equity(figures in $M),HP,2765.472,2912.618,3318.514,4012.223
Total liabilities and stockholders' equity(figures in $M),HP,4355.531,5034.128,4829.621,5839.515
