,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),TAP,10701.0,10701.0,10279.7,9654.0,10579.4
Cost of revenue(figures in $M),TAP,7045.8,7045.8,6226.3,5885.7,6378.2
Gross profit(figures in $M),TAP,3655.2,3655.2,4053.4,3768.3,4201.2
Selling general and administrative(figures in $M),TAP,2618.8,2618.8,2554.5,2437.0,2728.0
Total operating expenses(figures in $M),TAP,2618.8,2657.4,2554.5,2437.0,2728.0
Operating income or loss(figures in $M),TAP,1036.4,997.8,1498.9,1331.3,1473.2
Interest expense(figures in $M),TAP,250.6,250.6,260.3,274.6,280.9
Total other income/expenses net(figures in $M),TAP,-852.6,-814.0,-1.6,-1703.9,-720.6
Income before tax(figures in $M),TAP,-62.5,-62.5,1239.0,-643.9,479.9
Income tax expense(figures in $M),TAP,124.0,124.0,230.5,301.8,233.7
Income from continuing operations(figures in $M),TAP,-186.5,-186.5,1008.5,-945.7,246.2
Net income(figures in $M),TAP,-175.3,-175.3,1005.7,-949.0,241.7
Net income available to common shareholders(figures in $M),TAP,-175.3,-175.3,1005.7,-949.0,241.7
Basic EPS(figures in $M),TAP,,-8.100000000000001e-07,4.63e-06,-4.3799999999999996e-06,1.12e-06
Diluted EPS(figures in $M),TAP,,-8.100000000000001e-07,4.62e-06,-4.3799999999999996e-06,1.1100000000000002e-06
Basic average shares(figures in $M),TAP,,216.9,217.1,216.8,216.6
Diluted average shares(figures in $M),TAP,,216.9,217.6,216.8,216.9
EBITDA(figures in $M),TAP,,1682.6,2285.0,552.7,2332.2
