,2022,2021,2020,2019,2018,ticker
Current ratio,1.305,1.319,1.745,1.330,1.269,ECL
Quick ratio,0.783,0.799,1.205,0.718,0.793,ECL
Cash ratio,0.142,0.101,0.430,0.033,0.031,ECL
Days of sales outstanding,69.412,71.044,70.392,72.320,69.841,ECL
Days of inventory outstanding,74.099,71.497,67.928,56.031,65.435,ECL
Operating cycle,143.512,142.541,138.320,128.351,135.276,ECL
Days of payables outstanding,71.429,66.340,61.342,55.705,53.130,ECL
Cash conversion cycle,72.082,76.201,76.978,72.646,82.146,ECL
Gross profit margin,0.378,0.402,0.414,0.439,0.412,ECL
Operating profit margin,0.056,0.070,0.069,0.147,0.133,ECL
Pretax profit margin,0.095,0.111,0.099,0.138,0.123,ECL
Net profit margin,0.077,0.089,0.084,0.124,0.097,ECL
Effective tax rate,0.175,0.191,0.152,0.167,0.202,ECL
Return on assets,0.051,0.053,0.054,0.075,0.071,ECL
Return on equity,0.151,0.156,0.160,0.179,0.179,ECL
Return on capital employed,0.046,0.051,0.054,0.107,0.119,ECL
Net income per EBT,0.813,0.799,0.848,0.900,0.792,ECL
Ebt per ebit,1.703,1.585,1.419,0.938,0.927,ECL
Ebit per revenue,0.056,0.070,0.069,0.147,0.133,ECL
Debt ratio,0.662,0.658,0.658,0.582,0.599,ECL
Debt equity ratio,1.232,1.251,1.133,0.785,0.880,ECL
Long term debt to capitalization,0.538,0.544,0.531,0.421,0.441,ECL
Total debt to capitalization,0.552,0.556,0.531,0.440,0.468,ECL
Interest coverage,3.238,4.086,2.820,8.606,8.208,ECL
Cash flow to debt ratio,0.201,0.228,0.266,0.355,0.323,ECL
Company equity multiplier,2.966,2.935,2.939,2.403,2.508,ECL
Receivables turnover,5.258,5.138,5.185,5.047,5.226,ECL
Payables turnover,5.110,5.502,5.950,6.552,6.870,ECL
Inventory turnover,4.926,5.105,5.373,6.514,5.578,ECL
Fixed asset turnover,3.792,3.455,3.322,3.400,3.824,ECL
Asset turnover,0.661,0.600,0.650,0.602,0.731,ECL
Operating cash flow per share,6.271,7.202,6.482,8.402,7.892,ECL
Free cash flow per share,3.771,4.956,4.778,5.864,4.957,ECL
Cash per share,2.099,1.257,4.391,0.412,0.397,ECL
Payout ratio,0.552,0.501,0.569,0.355,0.347,ECL
Operating cash flow sales ratio,0.126,0.162,0.158,0.193,0.155,ECL
Free cash flow operating cash flow ratio,0.601,0.688,0.737,0.698,0.628,ECL
Cash flow coverage ratios,0.201,0.228,0.266,0.355,0.323,ECL
Short term coverage ratios,3.541,5.017,107.526,4.816,3.063,ECL
Capital expenditure coverage ratio,-2.509,-3.207,-3.804,-3.310,-2.689,ECL
Dividend paid and capex coverage ratio,-16.258,-26.918,25.908,-13.569,-6.497,ECL
Dividend payout ratio,0.552,0.501,0.569,0.355,0.347,ECL
Price book value ratio,5.737,9.297,10.070,6.402,5.314,ECL
Price to book ratio,5.737,9.297,10.070,6.402,5.314,ECL
Price to sales ratio,2.926,5.275,5.267,4.426,2.899,ECL
Price earnings ratio,38.027,59.442,63.054,35.666,29.757,ECL
Price to free cash flows ratio,38.596,47.335,45.285,32.911,29.725,ECL
Price to operating cash flows ratio,23.213,32.573,33.381,22.969,18.670,ECL
Price cash flow ratio,23.213,32.573,33.381,22.969,18.670,ECL
Price earnings to growth ratio,-12.517,3.921,-1.723,3.838,-6.189,ECL
Price sales ratio,2.926,5.275,5.267,4.426,2.899,ECL
Dividend yield,0.015,0.008,0.009,0.010,0.012,ECL
Enterprise value multiple,28.847,43.712,41.578,21.927,15.919,ECL
Price fair value,5.737,9.297,10.070,6.402,5.314,ECL
