,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),WM,351.0,118.0,553.0,3561.0
Total cash(figures in $M),WM,351.0,118.0,553.0,3561.0
Net receivables(figures in $M),WM,2752.0,2546.0,2624.0,2319.0
Inventory(figures in $M),WM,164.0,135.0,124.0,106.0
Other current assets(figures in $M),WM,448.0,405.0,363.0,329.0
Total current assets(figures in $M),WM,3551.0,3069.0,3540.0,6209.0
"Gross property, plant and equipment(figures in $M)",WM,37346.0,34956.0,34243.0,31550.0
Accumulated depreciation(figures in $M),WM,-21627.0,-20537.0,-20095.0,-18657.0
"Net property, plant and equipment(figures in $M)",WM,15719.0,14419.0,14148.0,12893.0
Equity and other investments(figures in $M),WM,578.0,432.0,426.0,483.0
Goodwill(figures in $M),WM,9323.0,9028.0,8994.0,6532.0
Intangible assets(figures in $M),WM,827.0,898.0,1024.0,521.0
Other long-term assets(figures in $M),WM,1947.0,1683.0,1639.0,1588.0
Total non-current assets(figures in $M),WM,27816.0,26028.0,25805.0,21534.0
Total assets(figures in $M),WM,31367.0,29097.0,29345.0,27743.0
Current debt(figures in $M),WM,414.0,708.0,551.0,218.0
Accounts payable(figures in $M),WM,1766.0,1375.0,1121.0,1065.0
Accrued liabilities(figures in $M),WM,1625.0,1428.0,1342.0,1327.0
Deferred revenues(figures in $M),WM,589.0,571.0,539.0,534.0
Total current liabilities(figures in $M),WM,4394.0,4082.0,3553.0,3144.0
Long-term debt(figures in $M),WM,14570.0,12697.0,13259.0,13280.0
Deferred tax liabilities(figures in $M),WM,1733.0,1694.0,1806.0,1407.0
Other long-term liabilities(figures in $M),WM,5539.0,5192.0,5079.0,4249.0
Total non-current liabilities(figures in $M),WM,20109.0,17889.0,18338.0,17529.0
Total liabilities(figures in $M),WM,24503.0,21971.0,21891.0,20673.0
Common stock(figures in $M),WM,6.0,6.0,6.0,6.0
Retained earnings(figures in $M),WM,13167.0,12004.0,11159.0,10592.0
Accumulated other comprehensive income(figures in $M),WM,-69.0,17.0,39.0,-8.0
Total stockholders' equity(figures in $M),WM,6849.0,7124.0,7452.0,7068.0
Total liabilities and stockholders' equity(figures in $M),WM,31367.0,29097.0,29345.0,27743.0
