,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),GE,15810.0,15770.0,36630.0,84900.0
Other short-term investments(figures in $M),GE,7609.0,12297.0,7319.0,48521.0
Total cash(figures in $M),GE,23419.0,28067.0,43949.0,84900.0
Net receivables(figures in $M),GE,11803.0,15620.0,17956.0,19900.0
Inventory(figures in $M),GE,14891.0,15847.0,15890.0,14100.0
Other current assets(figures in $M),GE,83.0,1933.0,1522.0,0.0
Total current assets(figures in $M),GE,58382.0,66348.0,88412.0,128000.0
"Gross property, plant and equipment(figures in $M)",GE,12193.0,15609.0,44663.0,46200.0
Accumulated depreciation(figures in $M),GE,0.0,0.0,0.0,-32140.0
"Net property, plant and equipment(figures in $M)",GE,12193.0,15609.0,44662.0,46200.0
Equity and other investments(figures in $M),GE,44280.0,42209.0,42549.0,0.0
Goodwill(figures in $M),GE,12999.0,26182.0,25524.0,26734.0
Intangible assets(figures in $M),GE,6106.0,9330.0,9774.0,10652.0
Other long-term assets(figures in $M),GE,33064.0,22217.0,18129.0,37600.0
Total non-current assets(figures in $M),GE,130469.0,132526.0,165039.0,138000.0
Total assets(figures in $M),GE,188851.0,198874.0,253452.0,266000.0
Current debt(figures in $M),GE,3739.0,4361.0,4778.0,90900.0
Accounts payable(figures in $M),GE,10033.0,16243.0,16476.0,15926.0
Accrued liabilities(figures in $M),GE,352.0,17372.0,18215.0,20508.0
Deferred revenues(figures in $M),GE,16216.0,0.0,0.0,0.0
Other current liabilities(figures in $M),GE,9805.0,13977.0,16600.0,1700.0
Total current liabilities(figures in $M),GE,49428.0,51953.0,56069.0,92600.0
Long-term debt(figures in $M),GE,20320.0,30824.0,70288.0,68811.0
Deferred revenues(figures in $M),GE,1409.0,1989.0,1801.0,0.0
Other long-term liabilities(figures in $M),GE,43360.0,50407.0,58268.0,108500.0
Total non-current liabilities(figures in $M),GE,104511.0,105309.0,160309.0,143600.0
Total liabilities(figures in $M),GE,153939.0,157262.0,216378.0,236200.0
Common stock(figures in $M),GE,21.0,21.0,708.0,708.0
Retained earnings(figures in $M),GE,82983.0,85110.0,92247.0,87732.0
Accumulated other comprehensive income(figures in $M),GE,-2272.0,1582.0,-9749.0,-11732.0
Total stockholders' equity(figures in $M),GE,33696.0,40310.0,35552.0,28300.0
Total liabilities and stockholders' equity(figures in $M),GE,188851.0,198874.0,253452.0,266000.0
