,2022,2021,2020,2019,2018,ticker
Current ratio,1.181,1.277,1.577,1.382,1.810,GE
Quick ratio,0.833,0.935,1.266,1.656,1.496,GE
Cash ratio,0.320,0.304,0.653,0.917,0.506,GE
Days of sales outstanding,111.544,100.853,124.011,76.285,101.415,GE
Days of inventory outstanding,122.769,107.321,95.991,73.491,75.902,GE
Operating cycle,234.312,208.173,220.001,149.776,177.317,GE
Days of payables outstanding,82.717,110.003,99.531,83.008,67.560,GE
Cash conversion cycle,151.595,98.171,120.471,66.768,109.757,GE
Gross profit margin,0.238,0.274,0.241,0.265,0.238,GE
Operating profit margin,0.032,0.054,0.052,0.013,0.106,GE
Pretax profit margin,-0.014,-0.050,0.065,0.012,-0.166,GE
Net profit margin,-0.014,-0.046,0.072,0.004,-0.184,GE
Effective tax rate,0.004,0.078,-0.091,0.632,-0.029,GE
Return on assets,-0.004,-0.017,0.023,0.002,-0.072,GE
Return on equity,-0.024,-0.084,0.160,0.015,-0.722,GE
Return on capital employed,0.013,0.027,0.021,0.007,0.054,GE
Net income per EBT,0.996,0.922,1.098,0.368,1.110,GE
Ebt per ebit,-0.430,-0.923,1.247,0.907,-1.557,GE
Ebit per revenue,0.032,0.054,0.052,0.013,0.106,GE
Debt ratio,0.815,0.791,0.854,0.888,0.833,GE
Debt equity ratio,0.776,0.873,2.111,3.325,3.549,GE
Long term debt to capitalization,0.399,0.433,0.664,0.102,0.758,GE
Total debt to capitalization,0.437,0.466,0.679,0.769,0.780,GE
Interest coverage,1.258,2.127,1.274,0.300,2.557,GE
Cash flow to debt ratio,0.226,0.095,0.048,0.093,0.039,GE
Company equity multiplier,5.605,4.934,7.129,9.399,9.978,GE
Receivables turnover,3.272,3.619,2.943,4.785,3.599,GE
Payables turnover,4.413,3.318,3.667,4.397,5.403,GE
Inventory turnover,2.973,3.401,3.802,4.967,4.809,GE
Fixed asset turnover,4.765,4.753,1.783,2.061,2.396,GE
Asset turnover,0.308,0.373,0.314,0.358,0.393,GE
Operating cash flow per share,5.398,3.035,3.288,8.040,3.908,GE
Free cash flow per share,4.327,1.795,0.177,2.454,-3.507,GE
Cash per share,21.368,25.562,40.173,122.292,62.928,GE
Payout ratio,-0.803,-0.169,0.114,1.534,-0.200,GE
Operating cash flow sales ratio,0.102,0.045,0.045,0.092,0.035,GE
Free cash flow operating cash flow ratio,0.802,0.592,0.054,0.305,-0.897,GE
Cash flow coverage ratios,0.226,0.095,0.048,0.093,0.039,GE
Short term coverage ratios,1.582,0.764,0.753,0.097,0.325,GE
Capital expenditure coverage ratio,-5.039,-2.448,-1.057,-1.439,-0.527,GE
Dividend paid and capex coverage ratio,-11.058,-4.239,-1.306,-1.611,-1.185,GE
Dividend payout ratio,-0.803,-0.169,0.114,1.534,-0.200,GE
Price book value ratio,2.128,2.009,2.075,2.687,1.594,GE
Price to book ratio,2.128,2.009,2.075,2.687,1.594,GE
Price to sales ratio,1.234,1.091,0.927,0.799,0.406,GE
Price earnings ratio,-90.062,-23.837,12.936,179.758,-2.209,GE
Price to free cash flows ratio,15.118,41.083,380.347,28.404,-12.962,GE
Price to operating cash flows ratio,12.118,24.302,20.514,8.668,11.631,GE
Price cash flow ratio,12.118,24.302,20.514,8.668,11.631,GE
Price earnings to growth ratio,-1.179,0.143,0.012,1.765,0.008,GE
Price sales ratio,1.234,1.091,0.927,0.799,0.406,GE
Dividend yield,0.009,0.007,0.009,0.009,0.091,GE
Enterprise value multiple,17.233,14.341,11.016,12.422,-14.703,GE
Price fair value,2.128,2.009,2.075,2.687,1.594,GE
