,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),GE,76556.0,58099.0,74196.0,79619.0,95215.0
Cost of revenue(figures in $M),GE,55535.0,44272.0,53896.0,60421.0,70029.0
Gross profit(figures in $M),GE,21021.0,13827.0,20300.0,19198.0,25186.0
Research development(figures in $M),GE,2813.0,1786.0,2497.0,2565.0,
Selling general and administrative(figures in $M),GE,15515.0,11765.0,11707.0,15018.0,17243.0
Total operating expenses(figures in $M),GE,18328.0,13551.0,14204.0,17583.0,17243.0
Operating income or loss(figures in $M),GE,2693.0,276.0,6096.0,1615.0,7943.0
Interest expense(figures in $M),GE,1607.0,1477.0,1876.0,3273.0,4227.0
Total other income/expenses net(figures in $M),GE,-131.0,401.0,-7902.0,6853.0,-2566.0
Income before tax(figures in $M),GE,1412.0,-799.0,-3683.0,5197.0,1149.0
Income tax expense(figures in $M),GE,476.0,-3.0,-286.0,-474.0,726.0
Income from continuing operations(figures in $M),GE,936.0,-795.0,-3396.0,5672.0,423.0
Net income(figures in $M),GE,225.0,339.0,-6520.0,5704.0,-4979.0
Net income available to common shareholders(figures in $M),GE,-64.0,51.0,-6757.0,5230.0,-5439.0
Basic EPS(figures in $M),GE,,5.0000000000000004e-08,-6.16e-06,4.63e-06,-4.9900000000000005e-06
Diluted EPS(figures in $M),GE,,5.0000000000000004e-08,-6.16e-06,4.63e-06,-4.9900000000000005e-06
Basic average shares(figures in $M),GE,,1096.0,1098.0,1094.0,1091.0
Diluted average shares(figures in $M),GE,,1096.0,1098.0,1095.0,1091.0
EBITDA(figures in $M),GE,,3580.0,-1807.0,8470.0,5376.0
