,2014,2013,2012,2011,2010,ticker
Current ratio,3.272,2.617,2.248,5.234,22.312,BRCM
Quick ratio,2.845,2.157,1.851,4.738,18.546,BRCM
Cash ratio,1.642,1.108,0.961,3.773,8.653,BRCM
Days of sales outstanding,34.820,34.940,33.737,33.492,43.877,BRCM
Days of inventory outstanding,47.295,46.875,47.766,42.379,66.455,BRCM
Operating cycle,82.115,81.815,81.504,75.870,110.332,BRCM
Days of payables outstanding,44.801,52.232,49.760,44.493,67.170,BRCM
Cash conversion cycle,37.314,29.583,31.743,31.378,43.162,BRCM
Gross profit margin,0.514,0.508,0.497,0.509,0.518,BRCM
Operating profit margin,0.083,0.057,0.082,0.129,0.161,BRCM
Pretax profit margin,0.079,0.054,0.082,0.129,0.161,BRCM
Net profit margin,0.077,0.051,0.090,0.125,0.159,BRCM
Effective tax rate,0.022,0.047,-0.096,0.030,0.014,BRCM
Return on assets,0.052,0.037,0.064,0.107,0.144,BRCM
Return on equity,0.072,0.051,0.092,0.142,-5.770,BRCM
Return on capital employed,0.064,0.048,0.069,0.126,0.149,BRCM
Net income per EBT,0.978,0.953,1.096,0.970,0.986,BRCM
Ebt per ebit,0.949,0.937,1,1,1,BRCM
Ebit per revenue,0.083,0.057,0.082,0.129,0.161,BRCM
Debt ratio,0.274,0.272,0.301,1.040,0.025,BRCM
Debt equity ratio,0.176,0.167,0.216,0.183,-3.717,BRCM
Long term debt to capitalization,0.150,0.143,0.151,0.155,1.368,BRCM
Total debt to capitalization,0.150,0.143,0.178,0.155,1.368,BRCM
Interest coverage,19.528,15.833,0,0,0,BRCM
Cash flow to debt ratio,1.208,1.280,1.141,1.537,1.967,BRCM
Company equity multiplier,1.378,1.373,1.430,1.333,-40.149,BRCM
Receivables turnover,10.483,10.447,10.819,10.898,8.319,BRCM
Payables turnover,8.147,6.988,7.335,8.204,5.434,BRCM
Inventory turnover,7.718,7.787,7.641,8.613,5.492,BRCM
Fixed asset turnover,16.333,14.005,16.507,20.079,25.604,BRCM
Asset turnover,0.676,0.722,0.714,0.850,0.906,BRCM
Operating cash flow per share,3.263,3.110,3.461,3.312,2.470,BRCM
Free cash flow per share,2.819,2.713,3.023,3.018,2.274,BRCM
Cash per share,6.112,4.237,4.254,8.160,4.789,BRCM
Payout ratio,0.434,0.599,0.312,0.209,0.151,BRCM
Operating cash flow sales ratio,0.228,0.215,0.241,0.249,0.201,BRCM
Free cash flow operating cash flow ratio,0.864,0.872,0.874,0.911,0.921,BRCM
Cash flow coverage ratios,1.208,1.280,1.141,1.537,1.967,BRCM
Short term coverage ratios,0,0,6.437,0,0,BRCM
Capital expenditure coverage ratio,-7.347,-7.829,-7.914,-11.276,-12.585,BRCM
Dividend paid and capex coverage ratio,91.667,68.654,-96.550,59.290,25.149,BRCM
Dividend payout ratio,0.434,0.599,0.312,0.209,0.151,BRCM
Price book value ratio,2.825,2.033,2.364,2.499,-128.908,BRCM
Price to book ratio,2.825,2.033,2.364,2.499,-128.908,BRCM
Price to sales ratio,3.033,2.049,2.315,2.205,3.545,BRCM
Price earnings ratio,39.210,40.133,25.774,17.578,22.343,BRCM
Price to free cash flows ratio,15.373,10.929,10.985,9.728,19.154,BRCM
Price to operating cash flows ratio,13.280,9.533,9.597,8.866,17.632,BRCM
Price cash flow ratio,13.280,9.533,9.597,8.866,17.632,BRCM
Price earnings to growth ratio,0.784,-0.941,-1.133,-1.224,0.015,BRCM
Price sales ratio,3.033,2.049,2.315,2.205,3.545,BRCM
Dividend yield,0.011,0.015,0.012,0.012,0.007,BRCM
Enterprise value multiple,22.477,19.125,16.900,12.542,19.765,BRCM
Price fair value,2.825,2.033,2.364,2.499,-128.908,BRCM
