,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),LIFE,10.386,10.386,0.0,10.455,0.422
Research development(figures in $M),LIFE,42.808,42.808,23.264,17.291,14.048
Selling general and administrative(figures in $M),LIFE,13.982,13.982,10.751,9.075,9.352
Total operating expenses(figures in $M),LIFE,56.79,56.79,34.015,26.366,23.4
Operating income or loss(figures in $M),LIFE,-46.404,-46.404,-34.015,-15.911,-22.978
Total other income/expenses net(figures in $M),LIFE,1.061,1.061,0.238,-0.319,-0.785
Income before tax(figures in $M),LIFE,-45.343,-45.343,-33.777,-16.23,-23.763
Income from continuing operations(figures in $M),LIFE,-45.343,-45.343,-33.777,-16.23,-23.763
Net income(figures in $M),LIFE,-45.338,-45.338,-33.768,-16.224,-23.603
Net income available to common shareholders(figures in $M),LIFE,-45.338,-45.338,-33.768,-16.224,-23.603
Basic EPS(figures in $M),LIFE,,,-1.77e-06,-1.77e-06,-7.0300000000000005e-06
Diluted EPS(figures in $M),LIFE,,,-1.77e-06,-1.77e-06,-7.0300000000000005e-06
Basic average shares(figures in $M),LIFE,,,19.081,9.16,3.356
Diluted average shares(figures in $M),LIFE,,,19.081,9.16,3.356
EBITDA(figures in $M),LIFE,,-46.404,-32.711,-15.911,-22.978
