,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),NOC,36602.0,36602.0,35667.0,36799.0,33841.0
Cost of revenue(figures in $M),NOC,29128.0,29128.0,28399.0,29321.0,26582.0
Gross profit(figures in $M),NOC,7474.0,7474.0,7268.0,7478.0,7259.0
Selling general and administrative(figures in $M),NOC,3873.0,3873.0,3597.0,3413.0,3290.0
Total operating expenses(figures in $M),NOC,3873.0,3873.0,3597.0,3413.0,3290.0
Operating income or loss(figures in $M),NOC,3601.0,3601.0,3671.0,4065.0,3969.0
Interest expense(figures in $M),NOC,506.0,506.0,556.0,593.0,528.0
Total other income/expenses net(figures in $M),NOC,2741.0,2741.0,5823.0,256.0,-893.0
Income before tax(figures in $M),NOC,5836.0,5836.0,8938.0,3728.0,2548.0
Income tax expense(figures in $M),NOC,940.0,940.0,1933.0,539.0,300.0
Income from continuing operations(figures in $M),NOC,4896.0,4896.0,7005.0,3189.0,2248.0
Net income(figures in $M),NOC,4896.0,4896.0,7005.0,3189.0,2248.0
Net income available to common shareholders(figures in $M),NOC,4896.0,4896.0,7005.0,3189.0,2248.0
Basic EPS(figures in $M),NOC,,3.161e-05,4.3700000000000005e-05,1.9079999999999997e-05,1.328e-05
Diluted EPS(figures in $M),NOC,,3.147e-05,4.354e-05,1.9030000000000002e-05,1.322e-05
Basic average shares(figures in $M),NOC,,154.9,160.3,167.1,169.3
Diluted average shares(figures in $M),NOC,,155.6,160.9,167.6,170.0
EBITDA(figures in $M),NOC,,7684.0,10733.0,5588.0,4094.0
