,2022,2021,2020,2019,2018,ticker
Current ratio,2.022,1.941,1.844,1.316,1.502,ADI
Quick ratio,1.339,1.241,1.314,0.851,1.036,ADI
Cash ratio,0.602,0.714,0.774,0.430,0.581,ADI
Days of sales outstanding,54.700,72.771,48.045,38.695,37.655,ADI
Days of inventory outstanding,114.018,156.885,116.081,112.581,108.845,ADI
Operating cycle,168.718,229.655,164.127,151.276,146.500,ADI
Days of payables outstanding,47.415,57.944,43.373,41.583,48.401,ADI
Cash conversion cycle,121.304,171.711,120.754,109.693,98.099,ADI
Gross profit margin,0.627,0.618,0.659,0.670,0.683,ADI
Operating profit margin,0.273,0.231,0.267,0.286,0.303,ADI
Pretax profit margin,0.258,0.182,0.234,0.248,0.264,ADI
Net profit margin,0.229,0.190,0.218,0.228,0.241,ADI
Effective tax rate,0.113,-0.046,0.069,0.083,0.087,ADI
Return on assets,0.055,0.027,0.057,0.064,0.073,ADI
Return on equity,0.075,0.037,0.102,0.116,0.136,ADI
Return on capital employed,0.069,0.034,0.075,0.086,0.099,ADI
Net income per EBT,0.887,1.046,0.931,0.917,0.913,ADI
Ebt per ebit,0.945,0.785,0.875,0.869,0.871,ADI
Ebit per revenue,0.273,0.231,0.267,0.286,0.303,ADI
Debt ratio,0.275,0.274,0.441,0.453,0.463,ADI
Debt equity ratio,0.181,0.178,0.429,0.469,0.576,ADI
Long term debt to capitalization,0.152,0.141,0.300,0.307,0.363,ADI
Total debt to capitalization,0.153,0.151,0.300,0.319,0.366,ADI
Interest coverage,16.360,9.156,7.751,7.467,7.420,ADI
Cash flow to debt ratio,0.678,0.404,0.390,0.410,0.386,ADI
Company equity multiplier,1.379,1.377,1.789,1.827,1.861,ADI
Receivables turnover,6.673,5.016,7.597,9.433,9.693,ADI
Payables turnover,7.698,6.299,8.415,8.778,7.541,ADI
Inventory turnover,3.201,2.327,3.144,3.242,3.353,ADI
Fixed asset turnover,5.003,3.698,5.000,4.911,5.372,ADI
Asset turnover,0.239,0.140,0.261,0.280,0.303,ADI
Operating cash flow per share,8.619,6.881,5.448,6.104,6.593,ADI
Free cash flow per share,7.273,6.017,4.999,5.358,5.905,ADI
Cash per share,2.832,4.976,2.864,1.756,2.204,ADI
Payout ratio,0.562,0.798,0.726,0.570,0.470,ADI
Operating cash flow sales ratio,0.373,0.374,0.358,0.376,0.394,ADI
Free cash flow operating cash flow ratio,0.844,0.874,0.918,0.878,0.896,ADI
Cash flow coverage ratios,0.678,0.404,0.390,0.410,0.386,ADI
Short term coverage ratios,83.453,5.294,0,7.519,36.453,ADI
Capital expenditure coverage ratio,-6.400,-7.958,-12.122,-8.182,-9.583,ADI
Dividend paid and capex coverage ratio,5.295,3.572,2.788,4.487,5.446,ADI
Dividend payout ratio,0.562,0.798,0.726,0.570,0.470,ADI
Price book value ratio,2.063,1.815,3.642,3.448,2.939,ADI
Price to book ratio,2.063,1.815,3.642,3.448,2.939,ADI
Price to sales ratio,6.262,9.422,7.798,6.739,5.208,ADI
Price earnings ratio,27.369,49.593,35.792,29.620,21.595,ADI
Price to free cash flows ratio,19.922,28.835,23.711,20.413,14.763,ADI
Price to operating cash flows ratio,16.809,25.212,21.755,17.918,13.222,ADI
Price cash flow ratio,16.809,25.212,21.755,17.918,13.222,ADI
Price earnings to growth ratio,0.535,8.640,-3.560,-3.502,0.234,ADI
Price sales ratio,6.262,9.422,7.798,6.739,5.208,ADI
Dividend yield,0.021,0.016,0.020,0.019,0.022,ADI
Enterprise value multiple,13.678,25.538,20.177,17.247,14.050,ADI
Price fair value,2.063,1.815,3.642,3.448,2.939,ADI
