,ticker,ttm,2022-10-31,2021-10-31,2020-10-31,2019-10-31
Total revenue(figures in $M),ADI,12579.29,12013.953,7318.286,5603.056,5991.065
Cost of revenue(figures in $M),ADI,4324.472,4481.479,2793.274,1912.578,1977.315
Gross profit(figures in $M),ADI,8254.818,7532.474,4525.012,3690.478,4013.75
Research development(figures in $M),ADI,1687.833,1700.518,1296.126,1050.519,1130.348
Selling general and administrative(figures in $M),ADI,1295.094,1266.175,915.418,659.923,648.094
Total operating expenses(figures in $M),ADI,3995.274,3979.265,2748.355,2139.897,2207.483
Operating income or loss(figures in $M),ADI,4259.544,3553.209,1776.657,1550.581,1806.267
Interest expense(figures in $M),ADI,208.897,200.408,184.825,193.305,229.075
Total other income/expenses net(figures in $M),ADI,-219.497,-260.958,-264.338,-49.964,-101.693
Income before tax(figures in $M),ADI,3848.667,3098.749,1328.714,1311.617,1485.728
Income tax expense(figures in $M),ADI,418.709,350.188,-61.708,90.856,122.717
Income from continuing operations(figures in $M),ADI,3429.958,2748.561,1390.422,1220.761,1363.011
Net income(figures in $M),ADI,3429.958,2748.561,1390.422,1220.761,1363.011
Net income available to common shareholders(figures in $M),ADI,3429.958,2748.561,1390.422,1220.761,1363.011
Basic EPS(figures in $M),ADI,,5.29e-06,3.5e-06,3.31e-06,3.6800000000000003e-06
Diluted EPS(figures in $M),ADI,,5.25e-06,3.46e-06,3.28e-06,3.6499999999999998e-06
Basic average shares(figures in $M),ADI,,519.226,397.462,368.633,369.133
Diluted average shares(figures in $M),ADI,,523.178,401.288,371.973,372.871
EBITDA(figures in $M),ADI,,5596.656,2588.173,2315.845,2526.054
