,2022,2021,2020,2019,2018,ticker
Current ratio,3.956,4.187,4.080,4.511,5.295,FAST
Quick ratio,1.574,1.666,1.657,1.683,2.015,FAST
Cash ratio,0.291,0.346,0.401,0.321,0.382,FAST
Days of sales outstanding,52.978,54.663,49.728,50.763,52.510,FAST
Days of inventory outstanding,165.592,171.975,158.528,176.963,181.874,FAST
Operating cycle,218.570,226.637,208.257,227.727,234.385,FAST
Days of payables outstanding,24.722,26.311,24.535,24.970,27.536,FAST
Cash conversion cycle,193.847,200.326,183.722,202.757,206.848,FAST
Gross profit margin,0.461,0.462,0.455,0.472,0.483,FAST
Operating profit margin,0.208,0.203,0.202,0.198,0.201,FAST
Pretax profit margin,0.206,0.201,0.201,0.196,0.199,FAST
Net profit margin,0.156,0.154,0.152,0.148,0.151,FAST
Effective tax rate,0.245,0.234,0.242,0.242,0.238,FAST
Return on assets,0.239,0.215,0.217,0.208,0.226,FAST
Return on equity,0.344,0.304,0.314,0.297,0.327,FAST
Return on capital employed,0.387,0.337,0.341,0.325,0.346,FAST
Net income per EBT,0.755,0.766,0.758,0.758,0.762,FAST
Ebt per ebit,0.991,0.992,0.992,0.987,0.988,FAST
Ebit per revenue,0.208,0.203,0.202,0.198,0.201,FAST
Debt ratio,0.305,0.292,0.311,0.299,0.307,FAST
Debt equity ratio,0.254,0.209,0.238,0.222,0.217,FAST
Long term debt to capitalization,0.138,0.138,0.159,0.155,0.178,FAST
Total debt to capitalization,0.202,0.173,0.192,0.181,0.178,FAST
Interest coverage,101.650,125.505,117.711,76.058,79.302,FAST
Cash flow to debt ratio,1.173,1.209,1.695,1.427,1.348,FAST
Company equity multiplier,1.438,1.413,1.451,1.426,1.442,FAST
Receivables turnover,6.890,6.677,7.340,7.190,6.951,FAST
Payables turnover,14.764,13.873,14.877,14.618,13.255,FAST
Inventory turnover,2.204,2.122,2.302,2.063,2.007,FAST
Fixed asset turnover,5.571,4.765,4.434,4.212,5.373,FAST
Asset turnover,1.535,1.398,1.424,1.404,1.495,FAST
Operating cash flow per share,1.640,1.339,1.920,1.470,1.175,FAST
Free cash flow per share,1.337,1.067,1.627,1.040,0.867,FAST
Cash per share,0.401,0.411,0.428,0.305,0.291,FAST
Payout ratio,0.654,0.696,0.935,0.630,0.588,FAST
Operating cash flow sales ratio,0.135,0.128,0.195,0.158,0.136,FAST
Free cash flow operating cash flow ratio,0.815,0.797,0.847,0.708,0.739,FAST
Cash flow coverage ratios,1.173,1.209,1.695,1.427,1.348,FAST
Short term coverage ratios,3.204,5.107,8.247,8.393,224.733,FAST
Capital expenditure coverage ratio,-5.414,-4.918,-6.554,-3.420,-3.824,FAST
Dividend paid and capex coverage ratio,1.751,1.581,1.734,3.341,2.538,FAST
Dividend payout ratio,0.654,0.696,0.935,0.630,0.588,FAST
Price book value ratio,8.584,12.108,10.251,7.946,6.517,FAST
Price to book ratio,8.584,12.108,10.251,7.946,6.517,FAST
Price to sales ratio,3.890,6.128,4.961,3.971,3.023,FAST
Price earnings ratio,24.981,39.821,32.613,26.779,19.959,FAST
Price to free cash flows ratio,35.391,60.040,30.007,35.519,30.141,FAST
Price to operating cash flows ratio,28.855,47.831,25.429,25.133,22.259,FAST
Price cash flow ratio,28.855,47.831,25.429,25.133,22.259,FAST
Price earnings to growth ratio,1.436,5.430,3.750,5.012,0.658,FAST
Price sales ratio,3.890,6.128,4.961,3.971,3.023,FAST
Dividend yield,0.026,0.017,0.029,0.024,0.029,FAST
Enterprise value multiple,16.999,26.823,21.806,17.920,13.482,FAST
Price fair value,8.584,12.108,10.251,7.946,6.517,FAST
