,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),VZ,2605.0,2921.0,22171.0,2594.0
Total cash(figures in $M),VZ,2605.0,2921.0,22171.0,2594.0
Net receivables(figures in $M),VZ,24506.0,23846.0,23917.0,25429.0
Inventory(figures in $M),VZ,2388.0,3055.0,1796.0,1422.0
Other current assets(figures in $M),VZ,8358.0,6906.0,6710.0,8028.0
Total current assets(figures in $M),VZ,37857.0,36728.0,54594.0,37473.0
"Gross property, plant and equipment(figures in $M)",VZ,333819.0,317780.0,302268.0,288428.0
Accumulated depreciation(figures in $M),VZ,-200255.0,-190201.0,-184904.0,-173819.0
"Net property, plant and equipment(figures in $M)",VZ,133564.0,127579.0,117364.0,114609.0
Equity and other investments(figures in $M),VZ,1071.0,1061.0,589.0,558.0
Goodwill(figures in $M),VZ,28671.0,28603.0,24773.0,24389.0
Intangible assets(figures in $M),VZ,161257.0,159296.0,105510.0,104557.0
Other long-term assets(figures in $M),VZ,17260.0,13329.0,13651.0,10141.0
Total non-current assets(figures in $M),VZ,341823.0,329868.0,261887.0,254254.0
Total assets(figures in $M),VZ,379680.0,366596.0,316481.0,291727.0
Current debt(figures in $M),VZ,9963.0,7443.0,5889.0,10777.0
Accounts payable(figures in $M),VZ,8750.0,8040.0,6667.0,7725.0
Accrued liabilities(figures in $M),VZ,13351.0,15169.0,12559.0,12310.0
Deferred revenues(figures in $M),VZ,6583.0,6053.0,4843.0,4651.0
Other current liabilities(figures in $M),VZ,12097.0,11025.0,9628.0,9024.0
Total current liabilities(figures in $M),VZ,50171.0,47160.0,39660.0,44868.0
Long-term debt(figures in $M),VZ,140676.0,143425.0,123173.0,100712.0
Deferred tax liabilities(figures in $M),VZ,43441.0,40685.0,35711.0,34703.0
Other long-term liabilities(figures in $M),VZ,18397.0,13513.0,12008.0,12264.0
Total non-current liabilities(figures in $M),VZ,237046.0,236236.0,207549.0,184024.0
Total liabilities(figures in $M),VZ,287217.0,283396.0,247209.0,228892.0
Common stock(figures in $M),VZ,429.0,429.0,429.0,429.0
Retained earnings(figures in $M),VZ,82380.0,71993.0,60464.0,53147.0
Accumulated other comprehensive income(figures in $M),VZ,-1865.0,-927.0,-71.0,998.0
Total stockholders' equity(figures in $M),VZ,91144.0,81790.0,67842.0,61395.0
Total liabilities and stockholders' equity(figures in $M),VZ,379680.0,366596.0,316481.0,291727.0
