,2022,2021,2020,2019,2018,ticker
Current ratio,0.755,0.779,1.377,0.835,0.913,VZ
Quick ratio,0.540,0.568,1.162,0.625,0.734,VZ
Cash ratio,0.052,0.062,0.559,0.058,0.072,VZ
Days of sales outstanding,65.368,65.142,68.046,70.385,70.014,VZ
Days of inventory outstanding,14.740,19.806,12.803,9.484,8.785,VZ
Operating cycle,80.108,84.947,80.849,79.870,78.799,VZ
Days of payables outstanding,54.010,52.123,47.527,51.523,47.555,VZ
Cash conversion cycle,26.099,32.824,33.321,28.347,31.244,VZ
Gross profit margin,0.568,0.579,0.601,0.585,0.576,VZ
Operating profit margin,0.223,0.243,0.224,0.230,0.170,VZ
Pretax profit margin,0.207,0.220,0.187,0.172,0.150,VZ
Net profit margin,0.155,0.165,0.139,0.146,0.119,VZ
Effective tax rate,0.231,0.231,0.234,0.130,0.183,VZ
Return on assets,0.056,0.060,0.056,0.066,0.059,VZ
Return on equity,0.233,0.270,0.262,0.314,0.292,VZ
Return on capital employed,0.092,0.102,0.104,0.123,0.098,VZ
Net income per EBT,0.752,0.750,0.743,0.847,0.791,VZ
Ebt per ebit,0.928,0.907,0.832,0.748,0.881,VZ
Ebit per revenue,0.223,0.243,0.224,0.230,0.170,VZ
Debt ratio,0.756,0.773,0.781,0.785,0.793,VZ
Debt equity ratio,1.935,2.175,2.219,2.169,2.127,VZ
Long term debt to capitalization,0.640,0.671,0.675,0.660,0.666,VZ
Total debt to capitalization,0.659,0.685,0.689,0.684,0.680,VZ
Interest coverage,8.433,9.311,6.781,6.422,4.610,VZ
Cash flow to debt ratio,0.211,0.222,0.277,0.268,0.304,VZ
Company equity multiplier,4.166,4.482,4.665,4.752,4.983,VZ
Receivables turnover,5.584,5.603,5.364,5.186,5.213,VZ
Payables turnover,6.758,7.003,7.680,7.084,7.675,VZ
Inventory turnover,24.763,18.429,28.508,38.485,41.548,VZ
Fixed asset turnover,1.024,1.047,1.093,1.151,1.466,VZ
Asset turnover,0.360,0.364,0.405,0.452,0.494,VZ
Operating cash flow per share,8.839,9.532,10.089,8.638,8.319,VZ
Free cash flow per share,2.475,-6.833,5.181,4.086,3.937,VZ
Cash per share,0.620,0.704,5.355,0.627,0.665,VZ
Payout ratio,0.508,0.473,0.575,0.520,0.629,VZ
Operating cash flow sales ratio,0.271,0.296,0.326,0.271,0.262,VZ
Free cash flow operating cash flow ratio,0.280,-0.717,0.514,0.473,0.473,VZ
Cash flow coverage ratios,0.211,0.222,0.277,0.268,0.304,VZ
Short term coverage ratios,2.635,3.498,4.456,2.546,4.776,VZ
Capital expenditure coverage ratio,-1.389,-0.582,-2.056,-1.898,-1.899,VZ
Dividend paid and capex coverage ratio,-2.331,-0.688,-4.141,-4.052,-4.130,VZ
Dividend payout ratio,0.508,0.473,0.575,0.520,0.629,VZ
Price book value ratio,1.816,2.635,3.585,4.138,4.367,VZ
Price to book ratio,1.816,2.635,3.585,4.138,4.367,VZ
Price to sales ratio,1.210,1.613,1.896,1.927,1.773,VZ
Price earnings ratio,7.789,9.768,13.664,13.188,14.946,VZ
Price to free cash flows ratio,15.918,-7.604,11.339,15.026,14.280,VZ
Price to operating cash flows ratio,4.458,5.451,5.823,7.108,6.758,VZ
Price cash flow ratio,4.458,5.451,5.823,7.108,6.758,VZ
Price earnings to growth ratio,-1.594,0.412,-1.769,0.551,-0.305,VZ
Price sales ratio,1.210,1.613,1.896,1.927,1.773,VZ
Dividend yield,0.065,0.048,0.042,0.039,0.042,VZ
Enterprise value multiple,6.927,7.952,8.270,8.676,8.281,VZ
Price fair value,1.816,2.635,3.585,4.138,4.367,VZ
