,2023,2022,2021,2020,2019,ticker
Current ratio,1.073,0.957,0.884,0.918,0.998,JWN
Quick ratio,0.318,0.174,0.225,0.293,0.327,JWN
Cash ratio,0.230,0.097,0.165,0.242,0.283,JWN
Days of sales outstanding,6.228,6.294,8.346,4.209,3.406,JWN
Days of inventory outstanding,70.712,89.414,89.473,70.560,71.095,JWN
Operating cycle,76.940,95.708,97.819,74.768,74.501,JWN
Days of payables outstanding,45.101,59.727,94.132,57.918,52.800,JWN
Cash conversion cycle,31.839,35.981,3.687,16.851,21.701,JWN
Gross profit margin,0.355,0.368,0.291,0.360,0.360,JWN
Operating profit margin,0.031,0.033,-0.098,0.051,0.053,JWN
Pretax profit margin,0.022,0.017,-0.115,0.044,0.046,JWN
Net profit margin,0.016,0.012,-0.064,0.032,0.036,JWN
Effective tax rate,0.273,0.276,0.438,0.273,0.231,JWN
Return on assets,0.028,0.020,-0.072,0.051,0.072,JWN
Return on equity,0.332,0.306,-2.262,0.507,0.646,JWN
Return on capital employed,0.083,0.089,-0.193,0.126,0.186,JWN
Net income per EBT,0.727,0.724,0.562,0.727,0.769,JWN
Ebt per ebit,0.709,0.499,1.173,0.870,0.876,JWN
Ebit per revenue,0.031,0.033,-0.098,0.051,0.053,JWN
Debt ratio,0.915,0.934,0.968,0.899,0.889,JWN
Debt equity ratio,6.279,8.005,17.102,4.898,3.076,JWN
Long term debt to capitalization,0.856,0.884,0.936,0.823,0.754,JWN
Total debt to capitalization,0.863,0.889,0.945,0.830,0.755,JWN
Interest coverage,3.442,1.996,-5.785,7.686,7.034,JWN
Cash flow to debt ratio,0.204,0.152,-0.067,0.258,0.483,JWN
Company equity multiplier,11.834,15.265,31.272,9.946,9.033,JWN
Receivables turnover,58.604,57.996,43.735,86.726,107.162,JWN
Payables turnover,8.093,6.111,3.878,6.302,6.913,JWN
Inventory turnover,5.162,4.082,4.079,5.173,5.134,JWN
Fixed asset turnover,3.221,2.924,2.017,2.608,4.045,JWN
Asset turnover,1.776,1.667,1.123,1.594,2.011,JWN
Operating cash flow per share,5.909,4.485,-2.214,7.964,7.747,JWN
Free cash flow per share,2.954,1.266,-4.663,1.939,3.837,JWN
Cash per share,4.291,2.048,4.332,5.496,5.720,JWN
Payout ratio,0.486,0,-0.084,0.462,0.443,JWN
Operating cash flow sales ratio,0.061,0.048,-0.032,0.080,0.082,JWN
Free cash flow operating cash flow ratio,0.500,0.282,2.106,0.244,0.495,JWN
Cash flow coverage ratios,0.204,0.152,-0.067,0.258,0.483,JWN
Short term coverage ratios,3.667,2.913,-0.458,5.066,162,JWN
Capital expenditure coverage ratio,-2,-1.393,0.904,-1.322,-1.982,JWN
Dividend paid and capex coverage ratio,-2.672,-1.393,1.064,-1.751,-3.208,JWN
Dividend payout ratio,0.486,0,-0.084,0.462,0.443,JWN
Price book value ratio,3.991,5.912,18.271,5.843,8.687,JWN
Price to book ratio,3.991,5.912,18.271,5.843,8.687,JWN
Price to sales ratio,0.190,0.232,0.520,0.369,0.478,JWN
Price earnings ratio,12.037,19.297,-8.076,11.534,13.446,JWN
Price to free cash flows ratio,6.235,17.260,-7.603,19.006,11.813,JWN
Price to operating cash flows ratio,3.117,4.872,-16.014,4.628,5.852,JWN
Price cash flow ratio,3.117,4.872,-16.014,4.628,5.852,JWN
Price earnings to growth ratio,-0.512,0.133,0.034,-2.286,0.470,JWN
Price sales ratio,0.190,0.232,0.520,0.369,0.478,JWN
Dividend yield,0.040,0,0.010,0.040,0.033,JWN
Enterprise value multiple,5.460,6.051,-49.548,5.899,6.122,JWN
Price fair value,3.991,5.912,18.271,5.843,8.687,JWN
