,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),BMY,46159.0,46159.0,46385.0,42518.0,26145.0
Cost of revenue(figures in $M),BMY,10137.0,10137.0,9940.0,11773.0,8078.0
Gross profit(figures in $M),BMY,36022.0,36022.0,36445.0,30745.0,18067.0
Research development(figures in $M),BMY,9509.0,9509.0,10195.0,11143.0,6148.0
Selling general and administrative(figures in $M),BMY,7814.0,7814.0,7690.0,7661.0,4871.0
Total operating expenses(figures in $M),BMY,26918.0,26918.0,27908.0,28568.0,12154.0
Operating income or loss(figures in $M),BMY,9104.0,9104.0,8537.0,2177.0,5913.0
Interest expense(figures in $M),BMY,1232.0,1232.0,1334.0,1420.0,656.0
Total other income/expenses net(figures in $M),BMY,-159.0,-159.0,-559.0,-7628.0,-282.0
Income before tax(figures in $M),BMY,7713.0,7713.0,8098.0,-6871.0,4975.0
Income tax expense(figures in $M),BMY,1368.0,1368.0,1084.0,2124.0,1515.0
Income from continuing operations(figures in $M),BMY,6345.0,6345.0,7014.0,-8995.0,3460.0
Net income(figures in $M),BMY,6327.0,6327.0,6994.0,-9015.0,3439.0
Net income available to common shareholders(figures in $M),BMY,6327.0,6327.0,6994.0,-9015.0,3439.0
Basic EPS(figures in $M),BMY,,2.9700000000000004e-06,3.25e-06,-3.99e-06,2.02e-06
Diluted EPS(figures in $M),BMY,,2.95e-06,3.12e-06,-3.99e-06,2.01e-06
Basic average shares(figures in $M),BMY,,2130.0,2153.0,2258.0,1705.0
Diluted average shares(figures in $M),BMY,,2146.0,2245.0,2258.0,1712.0
EBITDA(figures in $M),BMY,,18540.0,18560.0,4237.0,6766.0
