,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),CI,180021.0,180642.0,174272.0,160577.0,153743.0
Interest expense(figures in $M),CI,1228.0,1228.0,1208.0,1438.0,1682.0
Total other income/expenses net(figures in $M),CI,128566.0,129847.0,121413.0,107769.0,103099.0
Income before tax(figures in $M),CI,8353.0,8353.0,6782.0,10868.0,6570.0
Income tax expense(figures in $M),CI,1607.0,1607.0,1367.0,2379.0,1450.0
Income from continuing operations(figures in $M),CI,6746.0,6668.0,5415.0,8489.0,5120.0
Net income(figures in $M),CI,6668.0,6668.0,5365.0,8458.0,5104.0
Net income available to common shareholders(figures in $M),CI,6668.0,6668.0,5365.0,8458.0,5104.0
Basic EPS(figures in $M),CI,,,1.587e-05,2.317e-05,1.358e-05
Diluted EPS(figures in $M),CI,,,1.573e-05,2.296e-05,1.344e-05
Basic average shares(figures in $M),CI,,,337.962,364.979,375.919
Diluted average shares(figures in $M),CI,,,340.966,368.389,379.817
