,ticker,ttm,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Total revenue(figures in $M),URBN,4795.244,4795.244,4548.763,3449.749,3983.789
Cost of revenue(figures in $M),URBN,3368.028,3368.028,3054.813,2587.843,2743.963
Gross profit(figures in $M),URBN,1427.216,1427.216,1493.95,861.906,1239.826
Selling general and administrative(figures in $M),URBN,1200.593,1200.593,1085.384,857.934,993.99
Total operating expenses(figures in $M),URBN,1200.593,1200.593,1085.384,857.934,993.99
Operating income or loss(figures in $M),URBN,226.623,226.623,408.566,3.972,245.836
Interest expense(figures in $M),URBN,1.315,1.315,1.104,3.405,
Total other income/expenses net(figures in $M),URBN,-6.07,-5.344,-3.935,-0.459,-6.116
Income before tax(figures in $M),URBN,221.279,221.279,404.631,3.513,239.72
Income tax expense(figures in $M),URBN,61.58,61.58,94.015,2.277,71.624
Income from continuing operations(figures in $M),URBN,159.699,159.699,310.616,1.236,168.096
Net income(figures in $M),URBN,159.699,159.699,310.616,1.236,168.096
Net income available to common shareholders(figures in $M),URBN,159.699,159.699,310.616,1.236,168.096
Basic EPS(figures in $M),URBN,,1.71e-06,3.1699999999999997e-06,1e-08,1.68e-06
Diluted EPS(figures in $M),URBN,,1.7e-06,3.13e-06,1e-08,1.6699999999999999e-06
Basic average shares(figures in $M),URBN,,93.2,98.023,97.818,99.833
Diluted average shares(figures in $M),URBN,,94.144,99.269,98.523,100.589
EBITDA(figures in $M),URBN,,328.962,514.238,107.743,245.836
