,ticker,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Cash and cash equivalents(figures in $M),URBN,201.26,206.575,395.635,221.839
Other short-term investments(figures in $M),URBN,181.378,239.42,174.695,211.453
Total cash(figures in $M),URBN,382.638,445.995,570.33,433.292
Net receivables(figures in $M),URBN,70.339,63.76,89.952,88.288
Inventory(figures in $M),URBN,587.51,569.699,389.618,409.534
Other current assets(figures in $M),URBN,197.232,206.293,173.432,122.282
Total current assets(figures in $M),URBN,1237.719,1285.747,1223.332,1053.396
"Gross property, plant and equipment(figures in $M)",URBN,2147.171,2145.34,2082.184,2037.929
Accumulated depreciation(figures in $M),URBN,-1420.38,-1382.581,-1343.808,-1350.877
"Net property, plant and equipment(figures in $M)",URBN,2147.171,2145.34,2082.184,2037.929
Equity and other investments(figures in $M),URBN,102.844,223.557,123.662,97.096
Total non-current assets(figures in $M),URBN,2445.193,2505.6,2323.013,2239.603
Total assets(figures in $M),URBN,3682.912,3791.347,3546.345,3292.999
Accounts payable(figures in $M),URBN,257.62,304.246,237.386,167.871
Taxes payable(figures in $M),URBN,6.878,3.87,3.313,8.133
Accrued liabilities(figures in $M),URBN,400.082,440.912,414.043,249.306
Deferred revenues(figures in $M),URBN,65.697,58.147,48.171,44.906
Other current liabilities(figures in $M),URBN,97.725,96.506,88.546,55.856
Total current liabilities(figures in $M),URBN,890.374,981.473,906.132,638.77
Total non-current liabilities(figures in $M),URBN,999.855,1064.134,1162.855,1198.874
Total liabilities(figures in $M),URBN,1890.229,2045.607,2068.987,1837.644
Common stock(figures in $M),URBN,0.009,0.01,0.01,0.01
Retained earnings(figures in $M),URBN,1826.061,1770.56,1475.108,1473.872
Accumulated other comprehensive income(figures in $M),URBN,-48.635,-24.83,-17.12,-28.004
Total stockholders' equity(figures in $M),URBN,1792.683,1745.74,1477.358,1455.355
Total liabilities and stockholders' equity(figures in $M),URBN,3682.912,3791.347,3546.345,3292.999
