,2023,2022,2021,2020,2019,ticker
Current ratio,1.390,1.310,1.350,1.649,3.111,URBN
Quick ratio,0.509,0.519,0.729,0.817,1.857,URBN
Cash ratio,0.226,0.210,0.437,0.347,0.927,URBN
Days of sales outstanding,5.354,5.116,9.517,8.089,7.434,URBN
Days of inventory outstanding,63.670,68.070,54.953,54.476,51.935,URBN
Operating cycle,69.024,73.186,64.471,62.565,59.369,URBN
Days of payables outstanding,27.919,36.352,33.482,22.330,20.243,URBN
Cash conversion cycle,41.105,36.833,30.989,40.235,39.126,URBN
Gross profit margin,0.298,0.328,0.250,0.311,0.341,URBN
Operating profit margin,0.047,0.090,0.001,0.037,0.097,URBN
Pretax profit margin,0.046,0.089,0.001,0.060,0.098,URBN
Net profit margin,0.033,0.068,0.000,0.042,0.075,URBN
Effective tax rate,0.278,0.232,0.648,0.299,0.227,URBN
Return on assets,0.043,0.082,0.000,0.051,0.138,URBN
Return on equity,0.089,0.178,0.001,0.116,0.200,URBN
Return on capital employed,0.081,0.145,0.002,0.056,0.215,URBN
Net income per EBT,0.722,0.768,0.352,0.701,0.773,URBN
Ebt per ebit,0.976,0.990,0.884,1.625,1.011,URBN
Ebit per revenue,0.047,0.090,0.001,0.037,0.097,URBN
Debt ratio,0.513,0.540,0.583,0.558,0.311,URBN
Debt equity ratio,0.623,0.680,0.899,0.934,0,URBN
Long term debt to capitalization,0.330,0.353,0.421,0.439,0,URBN
Total debt to capitalization,0.384,0.405,0.474,0.483,0,URBN
Interest coverage,172.337,370.078,1.167,-1.599,0,URBN
Cash flow to debt ratio,0.128,0.303,0.215,0.202,0,URBN
Company equity multiplier,2.054,2.172,2.400,2.263,1.451,URBN
Receivables turnover,68.173,71.342,38.351,45.123,49.100,URBN
Payables turnover,13.074,10.041,10.901,16.346,18.031,URBN
Inventory turnover,5.733,5.362,6.642,6.700,7.028,URBN
Fixed asset turnover,2.233,2.120,1.657,1.955,4.963,URBN
Asset turnover,1.302,1.200,0.973,1.210,1.829,URBN
Operating cash flow per share,1.531,3.666,2.922,2.744,4.124,URBN
Free cash flow per share,-0.609,0.988,1.294,0.566,3.063,URBN
Cash per share,4.106,4.550,5.831,4.340,5.886,URBN
Payout ratio,0,0,0,0,0,URBN
Operating cash flow sales ratio,0.030,0.079,0.083,0.069,0.113,URBN
Free cash flow operating cash flow ratio,-0.398,0.270,0.443,0.206,0.743,URBN
Cash flow coverage ratios,0.128,0.303,0.215,0.202,0,URBN
Short term coverage ratios,0.613,1.521,1.122,1.236,0,URBN
Capital expenditure coverage ratio,-0.715,-1.369,-1.795,-1.260,-3.886,URBN
Dividend paid and capex coverage ratio,-0.715,-1.369,-1.795,-1.260,-3.886,URBN
Dividend payout ratio,0,0,0,0,0,URBN
Price book value ratio,1.424,1.613,1.796,1.756,2.349,URBN
Price to book ratio,1.424,1.613,1.796,1.756,2.349,URBN
Price to sales ratio,0.532,0.619,0.769,0.642,0.885,URBN
Price earnings ratio,15.985,9.063,2.147 K,15.204,11.739,URBN
Price to free cash flows ratio,-44.955,29.056,20.967,45.266,10.546,URBN
Price to operating cash flows ratio,17.885,7.835,9.285,9.331,7.833,URBN
Price cash flow ratio,17.885,7.835,9.285,9.331,7.833,URBN
Price earnings to growth ratio,-0.347,0.000,-21.599,-0.391,0.064,URBN
Price sales ratio,0.532,0.619,0.769,0.642,0.885,URBN
Dividend yield,0,0,0,0,0,URBN
Enterprise value multiple,10.545,7.382,33.291,14.218,6.236,URBN
Price fair value,1.424,1.613,1.796,1.756,2.349,URBN
