,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),BIIB,10173.4,10173.4,10981.7,13444.6,14377.9
Cost of revenue(figures in $M),BIIB,2278.3,2278.3,2109.7,1805.2,1955.4
Gross profit(figures in $M),BIIB,7895.1,7895.1,8872.0,11639.4,12422.5
Research development(figures in $M),BIIB,2231.1,2231.1,2501.2,3990.9,2280.6
Selling general and administrative(figures in $M),BIIB,2403.6,2403.6,2674.3,2504.5,2374.7
Total operating expenses(figures in $M),BIIB,4993.2,4993.2,6064.0,7193.1,5386.8
Operating income or loss(figures in $M),BIIB,2901.9,2901.9,2808.0,4446.3,7035.7
Interest expense(figures in $M),BIIB,246.6,246.6,253.6,222.5,187.4
Total other income/expenses net(figures in $M),BIIB,847.2,689.9,-1062.8,601.2,90.2
Income before tax(figures in $M),BIIB,3591.8,3591.8,1745.2,5047.5,7125.9
Income tax expense(figures in $M),BIIB,632.8,632.8,52.5,992.3,1158.0
Income from continuing operations(figures in $M),BIIB,2961.6,2961.6,1727.6,4060.5,5888.5
Net income(figures in $M),BIIB,3046.9,3046.9,1556.1,4000.6,5888.5
Net income available to common shareholders(figures in $M),BIIB,3046.9,3046.9,1556.1,4000.6,5888.5
Basic EPS(figures in $M),BIIB,,2.096e-05,1.044e-05,2.486e-05,3.147e-05
Diluted EPS(figures in $M),BIIB,,2.0870000000000002e-05,1.04e-05,2.48e-05,3.142e-05
Basic average shares(figures in $M),BIIB,,145.3,149.1,160.9,187.1
Diluted average shares(figures in $M),BIIB,,146.0,149.6,161.3,187.4
EBITDA(figures in $M),BIIB,,3267.8,3689.3,4911.1,7525.6
