,headline,final_score,datetime
0,"Cummins Inc. stock falls Thursday, underperforms market",90,2023-05-04 09:45:00
1,Analysts Offer Insights on Industrial Goods Companies: Cummins (CMI) and Trane Technologies (TT),57,2023-05-03 22:41:00
2,"Cummins Inc. stock falls Wednesday, underperforms market",90,2023-05-03 09:45:00
3,CFRA Downgrades Cummins (CMI),86,2023-05-03 08:12:34
4,Morgan Stanley Maintains Cummins (CMI) Equal-Weight Recommendation,86,2023-05-03 08:12:32
5,Credit Suisse Maintains Cummins (CMI) Outperform Recommendation,86,2023-05-03 08:12:30
6,Cummins and Accelera Showcase Broadest Portfolio of Decarbonizing Technologies With an Emphasis on Hydrogen,57,2023-05-03 08:00:00
7,Q1 2023 Cummins Inc Earnings Call,90,2023-05-02 21:59:46
8,Analysts Have Conflicting Sentiments on These Industrial Goods Companies: Cummins (CMI) and Uber Technologies (UBER),57,2023-05-02 21:40:00
9,"Cummins (CMI) Q1 Earnings & Sales Beat, 2023 View Raised",86,2023-05-02 10:37:05
10,"Cummins Inc. stock falls Tuesday, underperforms market",90,2023-05-02 09:45:00
11,"Cummins Posts Record Earnings, Smashes  Estimates. Why the Stock Is Stalling.",86,2023-05-02 06:38:00
12,Cummins (CMI) Q1 Earnings and Revenues Surpass Estimates,86,2023-05-02 05:45:12
13,Cummins raises full-year revenue outlook on strong demand for parts,86,2023-05-02 05:04:21
14,Cummins Reports Record First Quarter 2023 Results,86,2023-05-02 04:30:00
15,Cummins Inc. 2023 Q1 - Results - Earnings Call Presentation,90,2023-05-02 04:26:48
16,Cummins Inc. (CMI) Q1 2023 Earnings Call Transcript,90,2023-05-02 04:23:06
17,Cummins falls as industrial stocks face selling pressure,86,2023-05-02 04:17:00
19,Cummins Raises 2023 Sales Outlook Based on Healthy Demand,86,2023-05-02 01:07:00
20,Cummins: Q1 Earnings Snapshot,86,2023-05-02 00:38:00
21,"Cummins GAAP EPS of $5.55 beats by $0.77, revenue of $8.45B beats by $320M",86,2023-05-01 23:40:00
22,Cummins raises FY23 revenue view to up 15%-20% from up 12%-17%,86,2023-05-01 23:38:00
23,"Cummins reports Q1 EPS $5.55, consensus $4.75",86,2023-05-01 23:36:00
25,"Cummins Inc. stock falls Monday, underperforms market",90,2023-05-01 09:45:00
26,Cummins Inc. (NYSE:CMI) is a favorite amongst institutional investors who own 85%,90,2023-05-01 07:00:18
27,Cummins Q1 2023 Earnings Preview,86,2023-05-01 04:26:00
31,"Cummins Inc. stock rises Friday, outperforms market",90,2023-04-28 09:45:00
