,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),PFE,416.0,1944.0,1784.0,1305.0
Other short-term investments(figures in $M),PFE,22316.0,29125.0,10437.0,8525.0
Total cash(figures in $M),PFE,22732.0,31069.0,12221.0,9830.0
Net receivables(figures in $M),PFE,10952.0,11479.0,7930.0,8724.0
Inventory(figures in $M),PFE,8981.0,9059.0,8046.0,8283.0
Other current assets(figures in $M),PFE,5017.0,3820.0,3439.0,2601.0
Total current assets(figures in $M),PFE,51259.0,59693.0,35067.0,32803.0
"Gross property, plant and equipment(figures in $M)",PFE,31448.0,29956.0,28712.0,30756.0
Accumulated depreciation(figures in $M),PFE,-15174.0,-15074.0,-14812.0,-16789.0
"Net property, plant and equipment(figures in $M)",PFE,16274.0,14882.0,13900.0,13967.0
Equity and other investments(figures in $M),PFE,15069.0,21526.0,20262.0,20147.0
Goodwill(figures in $M),PFE,51375.0,49208.0,49577.0,58653.0
Intangible assets(figures in $M),PFE,43370.0,25146.0,28472.0,35369.0
Other long-term assets(figures in $M),PFE,13163.0,7679.0,4569.0,4450.0
Total non-current assets(figures in $M),PFE,145944.0,121782.0,119163.0,134685.0
Total assets(figures in $M),PFE,197205.0,181476.0,154229.0,167489.0
Current debt(figures in $M),PFE,2945.0,2241.0,2703.0,16190.0
Accounts payable(figures in $M),PFE,6809.0,5578.0,4309.0,4220.0
Taxes payable(figures in $M),PFE,1587.0,1266.0,1049.0,980.0
Deferred revenues(figures in $M),PFE,2520.0,3067.0,0.0,0.0
Other current liabilities(figures in $M),PFE,22567.0,24938.0,12639.0,11090.0
Total current liabilities(figures in $M),PFE,42138.0,42671.0,25920.0,37304.0
Long-term debt(figures in $M),PFE,31925.0,34757.0,35571.0,35955.0
Deferred tax liabilities(figures in $M),PFE,1023.0,349.0,4063.0,5578.0
Other long-term liabilities(figures in $M),PFE,13182.0,9744.0,6669.0,6317.0
Total non-current liabilities(figures in $M),PFE,59151.0,61343.0,64836.0,66738.0
Total liabilities(figures in $M),PFE,101289.0,104014.0,90756.0,104042.0
Common stock(figures in $M),PFE,476.0,473.0,470.0,485.0
Retained earnings(figures in $M),PFE,125656.0,103394.0,96770.0,97670.0
Accumulated other comprehensive income(figures in $M),PFE,-8304.0,-5897.0,-11688.0,-11640.0
Total stockholders' equity(figures in $M),PFE,95661.0,77201.0,63238.0,63143.0
Total liabilities and stockholders' equity(figures in $M),PFE,197205.0,181476.0,154229.0,167489.0
