,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),RHI,658.626,619.001,574.426,270.478
Total cash(figures in $M),RHI,658.626,619.001,574.426,270.478
Net receivables(figures in $M),RHI,1018.287,984.691,714.163,832.797
Other current assets(figures in $M),RHI,49.963,55.646,49.841,42.768
Total current assets(figures in $M),RHI,2285.112,2268.547,1842.738,1628.849
"Gross property, plant and equipment(figures in $M)",RHI,850.383,890.511,928.372,936.037
Accumulated depreciation(figures in $M),RHI,-538.698,-568.315,-555.867,-566.623
"Net property, plant and equipment(figures in $M)",RHI,311.685,322.196,372.505,369.414
Goodwill(figures in $M),RHI,237.81,222.855,223.055,210.364
Intangible assets(figures in $M),RHI,5.317,3.334,5.594,1.752
Total non-current assets(figures in $M),RHI,679.376,683.812,714.686,682.559
Total assets(figures in $M),RHI,2964.488,2952.359,2557.424,2311.408
Current debt(figures in $M),RHI,0.0,0.0,0.239,0.218
Accounts payable(figures in $M),RHI,168.163,183.796,130.77,123.841
Taxes payable(figures in $M),RHI,15.535,15.631,4.015,1.623
Accrued liabilities(figures in $M),RHI,423.439,449.246,311.169,280.918
Total current liabilities(figures in $M),RHI,1216.202,1358.673,1046.626,940.692
Long-term debt(figures in $M),RHI,0.0,0.0,0.0,0.239
Other long-term liabilities(figures in $M),RHI,27.96,31.344,81.64,24.833
Total non-current liabilities(figures in $M),RHI,179.728,212.635,305.509,227.033
Total liabilities(figures in $M),RHI,1395.93,1571.308,1352.135,1167.725
Common stock(figures in $M),RHI,0.108,0.111,0.113,0.115
Retained earnings(figures in $M),RHI,318.508,167.659,29.936,36.067
Accumulated other comprehensive income(figures in $M),RHI,-43.623,-22.622,-4.732,-19.986
Total stockholders' equity(figures in $M),RHI,1568.558,1381.051,1205.289,1143.683
Total liabilities and stockholders' equity(figures in $M),RHI,2964.488,2952.359,2557.424,2311.408
