,2022,2021,2020,2019,2018,ticker
Current ratio,1.879,1.670,1.761,1.732,1.798,RHI
Quick ratio,1.379,1.180,1.231,1.173,1.307,RHI
Cash ratio,0.542,0.456,0.549,0.288,0.337,RHI
Days of sales outstanding,51.349,55.624,51.022,50.041,49.993,RHI
Days of inventory outstanding,0,0,0,0,0,RHI
Operating cycle,51.349,55.624,51.022,50.041,49.993,RHI
Days of payables outstanding,14.811,17.816,15.415,12.755,18.090,RHI
Cash conversion cycle,36.538,37.808,35.607,37.286,31.903,RHI
Gross profit margin,0.427,0.417,0.394,0.417,0.416,RHI
Operating profit margin,0.147,0.105,0.053,0.102,0.101,RHI
Pretax profit margin,0.124,0.124,0.083,0.103,0.102,RHI
Net profit margin,0.091,0.093,0.060,0.075,0.075,RHI
Effective tax rate,0.266,0.255,0.274,0.274,0.266,RHI
Return on assets,0.222,0.203,0.120,0.197,0.228,RHI
Return on equity,0.419,0.433,0.254,0.397,0.408,RHI
Return on capital employed,0.607,0.428,0.179,0.453,0.542,RHI
Net income per EBT,0.734,0.745,0.726,0.726,0.734,RHI
Ebt per ebit,0.845,1.180,1.562,1.008,1.007,RHI
Ebit per revenue,0.147,0.105,0.053,0.102,0.101,RHI
Debt ratio,0.471,0.532,0.529,0.505,0.441,RHI
Debt equity ratio,0.152,0.192,0.251,0.239,0.001,RHI
Long term debt to capitalization,0.088,0.116,0.157,0.150,0.000,RHI
Total debt to capitalization,0.132,0.161,0.201,0.193,0.001,RHI
Interest coverage,132.521,-5.569,-1.781,-121.052,0,RHI
Cash flow to debt ratio,2.875,2.275,1.971,1.898,871.114,RHI
Company equity multiplier,1.890,2.138,2.122,2.021,1.790,RHI
Receivables turnover,7.108,6.562,7.154,7.294,7.301,RHI
Payables turnover,24.643,20.487,23.678,28.617,20.176,RHI
Inventory turnover,0,0,0,0,0,RHI
Fixed asset turnover,23.223,20.054,13.715,16.443,46.337,RHI
Asset turnover,2.442,2.189,1.998,2.628,3.048,RHI
Operating cash flow per share,6.065,5.459,5.292,4.493,4.749,RHI
Free cash flow per share,5.523,5.128,4.996,3.979,4.397,RHI
Cash per share,5.843,5.603,5.096,2.339,2.295,RHI
Payout ratio,0.288,0.285,0.509,0.320,0.314,RHI
Operating cash flow sales ratio,0.094,0.093,0.117,0.086,0.099,RHI
Free cash flow operating cash flow ratio,0.911,0.939,0.944,0.886,0.926,RHI
Cash flow coverage ratios,2.875,2.275,1.971,1.898,871.114,RHI
Short term coverage ratios,7.943,7.198,7.566,7.255,2.862 K,RHI
Capital expenditure coverage ratio,-11.187,-16.474,-17.872,-8.739,-13.471,RHI
Dividend paid and capex coverage ratio,5.335,4.501,4.867,6.030,6.092,RHI
Dividend payout ratio,0.288,0.285,0.509,0.320,0.314,RHI
Price book value ratio,5.306,8.921,5.844,6.386,6.484,RHI
Price to book ratio,5.306,8.921,5.844,6.386,6.484,RHI
Price to sales ratio,1.150,1.907,1.379,1.202,1.188,RHI
Price earnings ratio,12.650,20.582,22.997,16.072,15.873,RHI
Price to free cash flows ratio,13.367,21.748,12.507,15.872,13.010,RHI
Price to operating cash flows ratio,12.172,20.428,11.807,14.056,12.045,RHI
Price cash flow ratio,12.172,20.428,11.807,14.056,12.045,RHI
Price earnings to growth ratio,1.632,0.207,-0.747,1.775,0.294,RHI
Price sales ratio,1.150,1.907,1.379,1.202,1.188,RHI
Dividend yield,0.023,0.014,0.022,0.020,0.020,RHI
Enterprise value multiple,7.434,17.504,24.952,11.752,10.064,RHI
Price fair value,5.306,8.921,5.844,6.386,6.484,RHI
