,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),RHI,7238.142,7238.142,6461.444,5109.0,6074.432
Cost of revenue(figures in $M),RHI,4144.093,4144.093,3765.416,3096.389,3543.913
Gross profit(figures in $M),RHI,3094.049,3094.049,2696.028,2012.611,2530.519
Selling general and administrative(figures in $M),RHI,2117.296,2117.296,1951.282,1666.041,1908.768
Total operating expenses(figures in $M),RHI,2118.963,2118.963,1953.523,1667.26,1910.129
Operating income or loss(figures in $M),RHI,975.086,975.086,742.505,345.351,620.39
Total other income/expenses net(figures in $M),RHI,-86.139,-86.139,61.078,75.188,
Income before tax(figures in $M),RHI,896.955,896.955,803.78,421.882,625.515
Income tax expense(figures in $M),RHI,239.036,239.036,205.154,115.606,171.082
Income from continuing operations(figures in $M),RHI,657.919,657.919,598.626,306.276,454.433
Net income(figures in $M),RHI,657.919,657.919,598.626,306.276,454.433
Net income available to common shareholders(figures in $M),RHI,657.919,657.919,598.626,306.276,454.433
Basic EPS(figures in $M),RHI,,,5.42e-06,2.7200000000000002e-06,3.9300000000000005e-06
Diluted EPS(figures in $M),RHI,,,5.36e-06,2.7e-06,3.9e-06
Basic average shares(figures in $M),RHI,,,110.482,112.729,115.656
Diluted average shares(figures in $M),RHI,,,111.718,113.318,116.411
EBITDA(figures in $M),RHI,,976.753,744.746,346.57,621.751
