,2022,2021,2020,2019,2018,ticker
Current ratio,0.976,11.658,8.008,2.486,63.971,FHN
Quick ratio,4.957,11.658,8.008,2.486,13.168,FHN
Cash ratio,0.976,7.558,4.347,0.495,4.032,FHN
Days of sales outstanding,0,0,0,8.053,7.517,FHN
Days of inventory outstanding,0,0,0,0,0,FHN
Days of payables outstanding,0,0,0,0,0,FHN
Gross profit margin,1,1,1,1,1,FHN
Operating profit margin,0.452,0.466,0.367,0.544,0.570,FHN
Pretax profit margin,0.361,0.418,0.296,0.322,0.378,FHN
Net profit margin,0.280,0.325,0.268,0.242,0.289,FHN
Effective tax rate,0.213,0.213,0.081,0.228,0.221,FHN
Return on assets,0.011,0.011,0.010,0.010,0.013,FHN
Return on equity,0.109,0.122,0.105,0.092,0.122,FHN
Return on capital employed,0.019,0.016,0.014,0.024,0.027,FHN
Net income per EBT,0.777,0.777,0.906,0.753,0.763,FHN
Ebt per ebit,0.799,0.898,0.806,0.593,0.664,FHN
Ebit per revenue,0.452,0.466,0.367,0.544,0.570,FHN
Debt ratio,0.892,0.905,0.901,0.883,0.883,FHN
Debt equity ratio,0.497,0.453,0.483,0.637,0.287,FHN
Long term debt to capitalization,0.162,0.162,0.173,0.142,0.207,FHN
Total debt to capitalization,0.332,0.312,0.326,0.389,0.223,FHN
Interest coverage,4.773,8.131,4.903,2.386,3.302,FHN
Cash flow to debt ratio,0.563,0.200,0.044,0.273,0.182,FHN
Company equity multiplier,9.567,10.867,10.512,9.060,9.112,FHN
Receivables turnover,0,0,0,45.326,48.554,FHN
Payables turnover,0,0,0,0,0,FHN
Inventory turnover,0,0,0,0,0,FHN
Fixed asset turnover,5.243,4.618,4.155,3.996,3.819,FHN
Asset turnover,0.041,0.034,0.037,0.042,0.046,FHN
Operating cash flow per share,4.320,1.357,0.398,2.647,0.722,FHN
Free cash flow per share,4.320,1.260,0.264,2.491,0.574,FHN
Cash per share,23.217,45.350,40.743,17.732,20.610,FHN
Payout ratio,0.360,0.366,0.283,0.402,0.266,FHN
Operating cash flow sales ratio,0.720,0.241,0.055,0.457,0.124,FHN
Free cash flow operating cash flow ratio,1,0.928,0.663,0.941,0.795,FHN
Cash flow coverage ratios,0.563,0.200,0.044,0.273,0.182,FHN
Short term coverage ratios,0.922,0.349,0.078,0.369,2.042,FHN
Capital expenditure coverage ratio,0,-13.981,-2.966,-16.890,-4.883,FHN
Dividend paid and capex coverage ratio,7.133,2.367,0.950,6.481,2.418,FHN
Dividend payout ratio,0.360,0.366,0.283,0.402,0.266,FHN
Price book value ratio,1.588,1.088,0.688,1.086,0.953,FHN
Price to book ratio,1.588,1.088,0.688,1.086,0.953,FHN
Price to sales ratio,4.085,2.903,1.748,2.857,2.262,FHN
Price earnings ratio,14.564,8.925,6.523,11.780,7.832,FHN
Price to free cash flows ratio,5.672,12.960,48.354,6.649,22.911,FHN
Price to operating cash flows ratio,5.672,12.033,32.048,6.255,18.219,FHN
Price cash flow ratio,5.672,12.033,32.048,6.255,18.219,FHN
Price earnings to growth ratio,-1.831,-1.211,0.178,-0.724,0.052,FHN
Price sales ratio,4.085,2.903,1.748,2.857,2.262,FHN
Dividend yield,0.025,0.041,0.043,0.034,0.034,FHN
Enterprise value multiple,9.831,-2.303,-0.145,7.029,3.174,FHN
Price fair value,1.588,1.088,0.688,1.086,0.953,FHN
