,2022,2021,2020,2019,2018,ticker
Current ratio,1.147,1.179,1.207,1.242,1.284,GPC
Quick ratio,0.370,0.382,0.432,0.425,0.479,GPC
Cash ratio,0.085,0.109,0.168,0.043,0.057,GPC
Days of sales outstanding,36.158,34.777,34.364,50.832,48.581,GPC
Days of inventory outstanding,112.930,116.033,117.600,107.782,103.317,GPC
Operating cycle,149.087,150.809,151.964,158.614,151.899,GPC
Days of payables outstanding,138.734,143.327,138.455,123.560,114.378,GPC
Cash conversion cycle,10.354,7.482,13.509,35.055,37.521,GPC
Gross profit margin,0.350,0.352,0.342,0.334,0.319,GPC
Operating profit margin,0.075,0.067,0.062,0.063,0.059,GPC
Pretax profit margin,0.071,0.064,0.023,0.049,0.057,GPC
Net profit margin,0.054,0.048,0.010,0.035,0.043,GPC
Effective tax rate,0.248,0.251,0.569,0.248,0.246,GPC
Return on assets,0.072,0.063,0.012,0.042,0.064,GPC
Return on equity,0.312,0.257,0.051,0.169,0.235,GPC
Return on capital employed,0.187,0.162,0.136,0.133,0.164,GPC
Net income per EBT,0.752,0.749,0.431,0.723,0.754,GPC
Ebt per ebit,0.955,0.951,0.368,0.783,0.969,GPC
Ebit per revenue,0.075,0.067,0.062,0.063,0.059,GPC
Debt ratio,0.769,0.756,0.761,0.748,0.726,GPC
Debt equity ratio,1.099,0.916,1.082,1.138,0.911,GPC
Long term debt to capitalization,0.508,0.478,0.508,0.492,0.413,GPC
Total debt to capitalization,0.524,0.478,0.520,0.532,0.477,GPC
Interest coverage,22.284,20.314,10.989,11.484,10.888,GPC
Cash flow to debt ratio,0.352,0.393,0.583,0.213,0.364,GPC
Company equity multiplier,4.352,4.111,4.194,3.986,3.676,GPC
Receivables turnover,10.095,10.496,10.622,7.181,7.513,GPC
Payables turnover,2.631,2.547,2.636,2.954,3.191,GPC
Inventory turnover,3.232,3.146,3.104,3.386,3.533,GPC
Fixed asset turnover,9.090,8.247,7.514,8.077,18.238,GPC
Asset turnover,1.340,1.315,1.230,1.196,1.477,GPC
Operating cash flow per share,10.370,8.773,13.979,6.121,7.808,GPC
Free cash flow per share,7.969,6.917,12.916,4.214,6.224,GPC
Cash per share,4.619,4.983,6.854,1.901,2.274,GPC
Payout ratio,0.419,0.518,2.774,0.707,0.513,GPC
Operating cash flow sales ratio,0.066,0.067,0.122,0.051,0.061,GPC
Free cash flow operating cash flow ratio,0.768,0.788,0.924,0.688,0.797,GPC
Cash flow coverage ratios,0.352,0.393,0.583,0.213,0.364,GPC
Short term coverage ratios,5.821,0,12.581,1.429,1.610,GPC
Capital expenditure coverage ratio,-4.319,-4.728,-13.157,-3.210,-4.927,GPC
Dividend paid and capex coverage ratio,9.387,6.307,6.737,5.540,6.239,GPC
Dividend payout ratio,0.419,0.518,2.774,0.707,0.513,GPC
Price book value ratio,6.476,5.761,4.527,4.213,4.081,GPC
Price to book ratio,6.476,5.761,4.527,4.213,4.081,GPC
Price to sales ratio,1.111,1.066,0.877,0.884,0.752,GPC
Price earnings ratio,20.754,22.374,88.800,24.927,17.375,GPC
Price to free cash flows ratio,21.773,20.269,7.775,25.209,15.428,GPC
Price to operating cash flows ratio,16.733,15.982,7.184,17.356,12.297,GPC
Price cash flow ratio,16.733,15.982,7.184,17.356,12.297,GPC
Price earnings to growth ratio,0.623,0.049,-1.209,-1.085,0.543,GPC
Price sales ratio,1.111,1.066,0.877,0.884,0.752,GPC
Dividend yield,0.020,0.023,0.031,0.028,0.030,GPC
Enterprise value multiple,14.069,14.544,13.039,14.309,11.903,GPC
Price fair value,6.476,5.761,4.527,4.213,4.081,GPC
