,2022,2021,2020,2019,2018,ticker
Current ratio,20.023,31.220,36.368,20.243,0,BAC
Quick ratio,20.023,31.239,36.368,20.243,0,BAC
Cash ratio,8.817,14.961,20.030,6.969,0,BAC
Days of sales outstanding,311.455,358.283,346.346,302.652,352.788,BAC
Days of inventory outstanding,0,0,0,0,0,BAC
Days of payables outstanding,0,0,0,0,0,BAC
Gross profit margin,1,1,1,1,0,BAC
Operating profit margin,0.538,0.434,0.318,0.604,0,BAC
Pretax profit margin,0.326,0.381,0.222,0.359,0.379,BAC
Net profit margin,0.290,0.359,0.209,0.301,0.308,BAC
Effective tax rate,0.111,0.059,0.058,0.163,0.186,BAC
Return on assets,0.009,0.010,0.006,0.011,0.012,BAC
Return on equity,0.101,0.118,0.066,0.104,0.106,BAC
Return on capital employed,0.017,0.012,0.010,0.023,0,BAC
Net income per EBT,0.889,0.941,0.942,0.837,0.814,BAC
Ebt per ebit,0.606,0.878,0.698,0.594,0,BAC
Ebit per revenue,0.538,0.434,0.318,0.604,0,BAC
Debt ratio,0.910,0.915,0.903,0.891,0.887,BAC
Debt equity ratio,1.109,1.125,1.034,1.001,0.940,BAC
Long term debt to capitalization,0.503,0.509,0.491,0.476,0.464,BAC
Total debt to capitalization,0.526,0.529,0.508,0.500,0.485,BAC
Interest coverage,2.541,8.171,3.309,2.466,0,BAC
Cash flow to debt ratio,-0.021,-0.024,0.135,0.233,0.158,BAC
Company equity multiplier,11.167,11.738,10.331,9.192,8.874,BAC
Receivables turnover,1.172,1.019,1.054,1.206,1.035,BAC
Payables turnover,0,0,0,0,0,BAC
Inventory turnover,0,0,0,0,0,BAC
Fixed asset turnover,8.249,8.226,7.775,8.640,9.211,BAC
Asset turnover,0.031,0.028,0.030,0.037,0.039,BAC
Operating cash flow per share,-0.745,-0.847,4.340,6.579,3.914,BAC
Free cash flow per share,-0.745,-0.847,4.340,6.579,3.914,BAC
Cash per share,53.954,77.066,71.003,44.120,41.030,BAC
Payout ratio,0.312,0.252,0.432,0.216,0.245,BAC
Operating cash flow sales ratio,-0.067,-0.081,0.444,0.677,0.433,BAC
Free cash flow operating cash flow ratio,1,1,1,1,1,BAC
Cash flow coverage ratios,-0.021,-0.024,0.135,0.233,0.158,BAC
Short term coverage ratios,-0.235,-0.303,1.966,2.552,1.958,BAC
Capital expenditure coverage ratio,0,0,0,0,0,BAC
Dividend paid and capex coverage ratio,-0.738,-0.893,4.917,10.411,5.732,BAC
Dividend payout ratio,0.312,0.252,0.432,0.216,0.245,BAC
Price book value ratio,1.030,1.399,0.972,1.249,0.938,BAC
Price to book ratio,1.030,1.399,0.972,1.249,0.938,BAC
Price to sales ratio,2.963,4.240,3.102,3.625,2.726,BAC
Price earnings ratio,10.219,11.816,14.827,12.057,8.839,BAC
Price to free cash flows ratio,-44.460,-52.533,6.983,5.354,6.295,BAC
Price to operating cash flows ratio,-44.460,-52.533,6.983,5.354,6.295,BAC
Price cash flow ratio,-44.460,-52.533,6.983,5.354,6.295,BAC
Price earnings to growth ratio,-1.022,0.129,-0.461,2.449,0.143,BAC
Price sales ratio,2.963,4.240,3.102,3.625,2.726,BAC
Dividend yield,0.030,0.021,0.029,0.018,0.028,BAC
Enterprise value multiple,6.536,8.036,5.524,7.516,5.598,BAC
Price fair value,1.030,1.399,0.972,1.249,0.938,BAC
