,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),DGX,9883.0,9883.0,10788.0,9437.0,7726.0
Cost of revenue(figures in $M),DGX,6450.0,6450.0,6579.0,5804.0,5037.0
Gross profit(figures in $M),DGX,3433.0,3433.0,4209.0,3633.0,2689.0
Selling general and administrative(figures in $M),DGX,1874.0,1874.0,1727.0,1550.0,1457.0
Total operating expenses(figures in $M),DGX,2005.0,2005.0,1828.0,1662.0,1458.0
Operating income or loss(figures in $M),DGX,1428.0,1428.0,2381.0,1971.0,1231.0
Interest expense(figures in $M),DGX,148.0,138.0,151.0,163.0,175.0
Total other income/expenses net(figures in $M),DGX,-55.0,-55.0,369.0,76.0,20.0
Income before tax(figures in $M),DGX,1235.0,1235.0,2599.0,1884.0,1076.0
Income tax expense(figures in $M),DGX,264.0,264.0,597.0,460.0,247.0
Income from continuing operations(figures in $M),DGX,1015.0,1015.0,2080.0,1499.0,886.0
Net income(figures in $M),DGX,946.0,946.0,1995.0,1431.0,858.0
Net income available to common shareholders(figures in $M),DGX,942.0,942.0,1988.0,1425.0,858.0
Basic EPS(figures in $M),DGX,,8.1e-06,1.585e-05,1.062e-05,6.36e-06
Diluted EPS(figures in $M),DGX,,7.97e-06,1.5550000000000002e-05,1.0470000000000001e-05,6.28e-06
Basic average shares(figures in $M),DGX,,116.0,125.0,134.0,268.0
Diluted average shares(figures in $M),DGX,,118.0,128.0,136.0,272.0
EBITDA(figures in $M),DGX,,1810.0,3158.0,2408.0,1580.0
