,2022,2021,2020,2019,2018,ticker
Current ratio,1.224,1.564,1.722,1.251,0.936,DGX
Quick ratio,0.974,1.318,1.508,1.133,0.772,DGX
Cash ratio,0.203,0.497,0.652,0.599,0.091,DGX
Days of sales outstanding,44.134,48.653,58.790,50.219,49.048,DGX
Days of inventory outstanding,10.865,11.540,14.024,8.913,7.336,DGX
Operating cycle,54.999,60.193,72.814,59.132,56.384,DGX
Days of payables outstanding,18.335,19.806,28.048,19.058,16.449,DGX
Cash conversion cycle,36.664,40.387,44.766,40.074,39.934,DGX
Gross profit margin,0.347,0.390,0.385,0.348,0.346,DGX
Operating profit margin,0.144,0.221,0.209,0.159,0.146,DGX
Pretax profit margin,0.125,0.241,0.200,0.139,0.123,DGX
Net profit margin,0.096,0.185,0.152,0.111,0.098,DGX
Effective tax rate,0.214,0.230,0.244,0.230,0.197,DGX
Return on assets,0.074,0.147,0.102,0.067,0.067,DGX
Return on equity,0.161,0.310,0.212,0.152,0.141,DGX
Return on capital employed,0.127,0.201,0.161,0.113,0.116,DGX
Net income per EBT,0.766,0.768,0.760,0.797,0.795,DGX
Ebt per ebit,0.865,1.092,0.956,0.874,0.841,DGX
Ebit per revenue,0.144,0.221,0.209,0.159,0.146,DGX
Debt ratio,0.532,0.518,0.509,0.551,0.521,DGX
Debt equity ratio,0.784,0.723,0.689,0.945,0.765,DGX
Long term debt to capitalization,0.431,0.411,0.400,0.437,0.397,DGX
Total debt to capitalization,0.440,0.420,0.408,0.486,0.433,DGX
Interest coverage,10.348,15.768,12.092,7.034,6.515,DGX
Cash flow to debt ratio,0.372,0.479,0.431,0.233,0.301,DGX
Company equity multiplier,2.178,2.112,2.075,2.277,2.109,DGX
Receivables turnover,8.270,7.502,6.209,7.268,7.442,DGX
Payables turnover,19.907,18.429,13.013,19.152,22.189,DGX
Inventory turnover,33.594,31.630,26.027,40.951,49.758,DGX
Fixed asset turnover,4.204,4.682,4.230,3.920,5.847,DGX
Asset turnover,0.770,0.793,0.673,0.602,0.684,DGX
Operating cash flow per share,14.810,17.864,14.963,4.638,8.824,DGX
Free cash flow per share,11.328,14.640,11.843,3.146,6.007,DGX
Cash per share,2.716,6.976,8.642,4.448,0.993,DGX
Payout ratio,0.322,0.155,0.208,0.333,0.361,DGX
Operating cash flow sales ratio,0.174,0.207,0.212,0.161,0.159,DGX
Free cash flow operating cash flow ratio,0.765,0.820,0.792,0.678,0.681,DGX
Cash flow coverage ratios,0.372,0.479,0.431,0.233,0.301,DGX
Short term coverage ratios,11.084,14.595,14.021,1.310,2.135,DGX
Capital expenditure coverage ratio,-4.252,-5.541,-4.797,-3.107,-3.133,DGX
Dividend paid and capex coverage ratio,-17.354,-23.755,-16.570,-10.904,-10.256,DGX
Dividend payout ratio,0.322,0.155,0.208,0.333,0.361,DGX
Price book value ratio,3.079,3.356,2.363,5.074,2.171,DGX
Price to book ratio,3.079,3.356,2.363,5.074,2.171,DGX
Price to sales ratio,1.836,2.005,1.692,3.704,1.504,DGX
Price earnings ratio,19.183,10.840,11.159,33.356,15.387,DGX
Price to free cash flows ratio,13.811,11.818,10.062,33.950,13.861,DGX
Price to operating cash flows ratio,10.563,9.685,7.964,23.025,9.437,DGX
Price cash flow ratio,10.563,9.685,7.964,23.025,9.437,DGX
Price earnings to growth ratio,-0.392,0.220,0.167,1.854,-3.609,DGX
Price sales ratio,1.836,2.005,1.692,3.704,1.504,DGX
Dividend yield,0.017,0.014,0.019,0.010,0.023,DGX
Enterprise value multiple,12.406,8.047,8.084,20.731,10.874,DGX
Price fair value,3.079,3.356,2.363,5.074,2.171,DGX
