,2016,2015,2014,2013,2012,ticker
Current ratio,2.175,2.076,2.004,1.189,1.471,MJN
Quick ratio,1.701,1.594,1.358,0.778,1.002,MJN
Cash ratio,1.443,1.358,1.076,0.590,0.761,MJN
Days of sales outstanding,31.266,26.600,28.170,29.169,30.874,MJN
Days of inventory outstanding,128.880,121.617,119.227,127.350,107.119,MJN
Operating cycle,160.145,148.216,147.397,156.519,137.993,MJN
Days of payables outstanding,140.393,120.764,109.955,134.970,124.960,MJN
Cash conversion cycle,19.753,27.452,37.442,21.549,13.033,MJN
Gross profit margin,0.642,0.643,0.614,0.635,0.619,MJN
Operating profit margin,0.191,0.214,0.210,0.208,0.206,MJN
Pretax profit margin,0.191,0.214,0.210,0.208,0.206,MJN
Net profit margin,0.146,0.161,0.163,0.155,0.155,MJN
Effective tax rate,0.230,0.248,0.215,0.251,0.239,MJN
Return on assets,0.133,0.163,0.191,0.187,0.186,MJN
Return on equity,-1.063,-1.034,1.253,2.226,32.326,MJN
Return on capital employed,0.251,0.317,0.361,0.516,0.426,MJN
Net income per EBT,0.764,0.750,0.776,0.743,0.751,MJN
Ebt per ebit,1,1,1,1,1,MJN
Ebit per revenue,0.191,0.214,0.210,0.208,0.206,MJN
Debt ratio,1.125,1.158,0.848,0.916,0.994,MJN
Debt equity ratio,-5.813,-4.719,2.626,5.191,82.845,MJN
Long term debt to capitalization,1.208,1.269,0.724,0.776,0.988,MJN
Total debt to capitalization,1.208,1.269,0.724,0.838,0.988,MJN
Interest coverage,6.009,11.678,13.276,14.764,11.354,MJN
Cash flow to debt ratio,0.232,0.305,0.526,0.533,0.447,MJN
Company equity multiplier,-7.973,-6.323,6.576,11.906,174.235,MJN
Receivables turnover,11.674,13.722,12.957,12.513,11.822,MJN
Payables turnover,2.600,3.022,3.320,2.704,2.921,MJN
Inventory turnover,2.832,3.001,3.061,2.866,3.407,MJN
Fixed asset turnover,3.945,4.223,4.831,4.842,5.655,MJN
Asset turnover,0.916,1.018,1.168,1.209,1.197,MJN
Operating cash flow per share,3.728,4.572,3.926,3.985,3.402,MJN
Free cash flow per share,2.925,3.699,3.002,2.797,2.791,MJN
Cash per share,9.679,8.550,6.421,5.192,5.118,MJN
Payout ratio,0.567,0.499,0.412,0.412,0.392,MJN
Operating cash flow sales ratio,0.185,0.223,0.180,0.192,0.178,MJN
Free cash flow operating cash flow ratio,0.785,0.809,0.765,0.702,0.820,MJN
Cash flow coverage ratios,0.232,0.305,0.526,0.533,0.447,MJN
Short term coverage ratios,177.333,303.300,198.350,1.595,26.642,MJN
Capital expenditure coverage ratio,-4.642,-5.238,-4.252,-3.355,-5.568,MJN
Dividend paid and capex coverage ratio,4.328,5.974,7.213,29.546,6.168,MJN
Dividend payout ratio,0.567,0.499,0.412,0.412,0.392,MJN
Price book value ratio,-25.602,-24.847,35.381,58.098,717.391,MJN
Price to book ratio,-25.602,-24.847,35.381,58.098,717.391,MJN
Price to sales ratio,3.507,3.859,4.608,4.036,3.439,MJN
Price earnings ratio,24.089,24.041,28.229,26.102,22.192,MJN
Price to free cash flows ratio,24.191,21.341,33.486,29.942,23.606,MJN
Price to operating cash flows ratio,18.979,17.267,25.610,21.018,19.367,MJN
Price cash flow ratio,18.979,17.267,25.610,21.018,19.367,MJN
Price earnings to growth ratio,-2.283,-3.084,2.569,3.230,1.151,MJN
Price sales ratio,3.507,3.859,4.608,4.036,3.439,MJN
Dividend yield,0.024,0.021,0.015,0.016,0.018,MJN
Enterprise value multiple,15.434,16.291,19.000,17.229,14.734,MJN
Price fair value,-25.602,-24.847,35.381,58.098,717.391,MJN
