,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),EXPD,17071.284,17071.284,16523.517,10116.481,8175.426
Cost of revenue(figures in $M),EXPD,14900.154,14900.154,14358.105,8953.716,7178.405
Gross profit(figures in $M),EXPD,2171.13,2171.13,2165.412,1162.765,997.021
Selling general and administrative(figures in $M),EXPD,24.293,24.293,16.026,18.436,44.002
Total operating expenses(figures in $M),EXPD,346.759,346.759,256.086,222.328,230.329
Operating income or loss(figures in $M),EXPD,1824.371,1824.371,1909.326,940.437,766.692
Interest expense(figures in $M),EXPD,23.277,23.277,,,
Total other income/expenses net(figures in $M),EXPD,9.243,9.243,6.483,5.712,6.299
Income before tax(figures in $M),EXPD,1835.891,1835.891,1924.616,956.564,795.794
Income tax expense(figures in $M),EXPD,475.286,475.286,505.771,258.35,203.778
Income from continuing operations(figures in $M),EXPD,1360.605,1360.605,1418.845,698.214,592.016
Net income(figures in $M),EXPD,1357.399,1357.399,1415.492,696.14,590.395
Net income available to common shareholders(figures in $M),EXPD,1357.399,1357.399,1415.492,696.14,590.395
Basic EPS(figures in $M),EXPD,,8.33e-06,8.37e-06,4.139999999999999e-06,3.45e-06
Diluted EPS(figures in $M),EXPD,,8.26e-06,8.269999999999999e-06,4.07e-06,3.39e-06
Basic average shares(figures in $M),EXPD,,163.01,169.145,168.333,170.899
Diluted average shares(figures in $M),EXPD,,164.427,171.25,170.896,174.209
EBITDA(figures in $M),EXPD,,1916.506,1960.638,997.396,817.642
