,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),BSX,928.0,1925.0,1734.0,217.0
Total cash(figures in $M),BSX,928.0,1925.0,1734.0,217.0
Net receivables(figures in $M),BSX,1970.0,1778.0,1531.0,1828.0
Inventory(figures in $M),BSX,1867.0,1610.0,1351.0,1579.0
Other current assets(figures in $M),BSX,350.0,385.0,410.0,324.0
Total current assets(figures in $M),BSX,5760.0,6317.0,6694.0,4699.0
"Gross property, plant and equipment(figures in $M)",BSX,6113.0,5959.0,5765.0,5504.0
Accumulated depreciation(figures in $M),BSX,-3282.0,-3273.0,-3224.0,-3089.0
"Net property, plant and equipment(figures in $M)",BSX,2831.0,2686.0,2541.0,2415.0
Equity and other investments(figures in $M),BSX,407.0,412.0,918.0,458.0
Goodwill(figures in $M),BSX,12920.0,11988.0,9951.0,10176.0
Intangible assets(figures in $M),BSX,5903.0,6120.0,5916.0,7886.0
Other long-term assets(figures in $M),BSX,558.0,394.0,436.0,519.0
Total non-current assets(figures in $M),BSX,26710.0,25911.0,24081.0,25866.0
Total assets(figures in $M),BSX,32469.0,32229.0,30777.0,30565.0
Current debt(figures in $M),BSX,20.0,261.0,13.0,1416.0
Accounts payable(figures in $M),BSX,862.0,794.0,513.0,542.0
Accrued liabilities(figures in $M),BSX,1930.0,2173.0,1694.0,1638.0
Deferred revenues(figures in $M),BSX,220.0,208.0,138.0,144.0
Other current liabilities(figures in $M),BSX,308.0,365.0,660.0,391.0
Total current liabilities(figures in $M),BSX,3803.0,4274.0,3681.0,4866.0
Long-term debt(figures in $M),BSX,8910.0,8795.0,9118.0,8579.0
Deferred tax liabilities(figures in $M),BSX,144.0,310.0,330.0,595.0
Deferred revenues(figures in $M),BSX,289.0,276.0,257.0,0.0
Other long-term liabilities(figures in $M),BSX,589.0,631.0,870.0,1166.0
Total non-current liabilities(figures in $M),BSX,11093.0,11333.0,11770.0,11822.0
Total liabilities(figures in $M),BSX,14896.0,15607.0,15451.0,16688.0
Common stock(figures in $M),BSX,17.0,17.0,17.0,16.0
Retained earnings(figures in $M),BSX,-750.0,-1392.0,-2378.0,-2253.0
Accumulated other comprehensive income(figures in $M),BSX,269.0,263.0,207.0,270.0
Total stockholders' equity(figures in $M),BSX,17574.0,16623.0,15327.0,13877.0
Total liabilities and stockholders' equity(figures in $M),BSX,32469.0,32229.0,30777.0,30565.0
